AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,ACTIVIDA,UBIGEO,DOMINIO,ESTRATO,CODINFOR,PERIODO,E1,E1A1,E1B,E2,E3,E4A1,E4B1,E4A2,E4B2,E4A3,E4B3,E4A4,E4B4,E4A5,E4B5,E5,E6A,E6B,E8A,E8B,E8C,E9A,E9A1,E13A,E13B,E13C,E14T,E15,E15GG,E16T,E17T,E18,E18GG,E19T,E20T,E21,E21GG,E22T,E23ST,E23T,E24T,E25ST1,E25ST2,E25ST3,E25ST4,E25T1,E25T2,E25T3,TICUEST04,TIPOCUESTIONARIO,FACTORA07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2021,10,015493,045,11,02,1,030306,6,6,02,3,3,7,4,1, , , , , , , , , , , ,5,3,0,1,0,0,8,0,0,0,3, , , , , , , , ,1250,1,125,588,30,30, ,0,0,787,787,0,30,757,2,2,116.454887390137,119.013463473605,036705,02
2021,09,015494,355,11,02,1,030202,6,7,02,4,3,6,4,4, , , , , , , , , , , ,5,0,1,2,0,1,1,0,0,0,3, , , , , , , , ,360,1,16,60,67,67,0,0,0,316,316,0,67,249,2,2,115.925979614258,127.124884934411,036270,00
2021,09,015494,382,11,01,2,030202,6,7,01,4,1, ,4,1, , , , , , , , , , , ,5,3,0,3,2,0,12,0,0,2,0, , , , ,5500,2, ,156, , , , ,3500,3500,130,0,5344,0,5344,130,3500,1714,2,2,83.3253173828125,80.58719315382,036270,00
2021,01,015495,157,11,02,1,030201,6,7,02,2,3,6,4,9,1,2, ,2, ,1,2,2, ,2, ,5,5,10,2,0,1,12,0,0,2,0, , , , ,4169,1,250,3680, , , , ,79,79,0,0,739,0,739,0,79,660,2,2,163.266845703125,272.784871631846,036370,00
2021,01,015495,158,11,01,1,030201,6,7,01,2,1, ,4,11,4,2, ,2, ,2, ,2, ,2, ,3,2,0,3,2,0,6,0,0,0,3, , , , , , , , ,4000,2, ,300,340,340,2200,3700,0,0,3700,2200,340,1160,2,2,166.182693481445,321.473378172308,036370,00
2021,01,015495,158,11,02,1,030201,6,7,02,2,3,6,4,9,1,2, ,2, ,1,2,2, ,2, ,5,6,0,2,0,1,12,0,0,2,0, , , , ,5558,1,173,4626, , , , ,102,102,0,0,1105,0,1105,0,102,1003,2,2,114.422752380371,211.420160474989,036370,00
2021,05,015496,044,11,02,1,030205,6,7,01,2,3,6,4,8,1,2, ,2, ,1,2,2, ,2, ,5,6,4,2,0,1,12,0,0,2,0, , , , ,606,1,87,303, , , , ,2,2,0,0,390,0,390,0,2,388,2,2,73.0145492553711,75.6007181086504,036384,00
2021,05,015496,281,11,01,2,030205,6,7,01,2,3,6,4,8,1,2, ,2, ,1,1,2, ,2, ,5,20,5,2,0,1,12,0,0,2,0, , , , ,606,1,65,303, , , , ,6,6,0,0,368,0,368,0,6,362,2,2,100.386795043945,95.3186283483993,036384,00
2021,11,015497,271,11,01,2,030414,6,7,01,4,3,7,4,3, , , , , , , , , , , ,1,3,0,1,0,0,9,0,0,0,3, , , , , , , , ,476,2, ,195,51,51, ,0,0,281,281,0,51,230,2,2,253.399368286133,255.351511684757,036658,00
2021,11,015497,272,11,01,2,030414,6,7,01,4,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,3,0,1,0,0,12,0,0,2,0, , , , ,433,1,87,217, , , , ,5,5, ,0,303,0,303,0,5,298,2,2,168.343246459961,169.446477842145,036658,00
2021,10,015498,011,11,02,1,030707,6,8,02,3,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,5,0,2,0,1,12,0,0,2,0, , , , ,375,1,250,200, , , , ,30,30,0,0,425,0,425,0,30,395,2,2,122.875190734863,119.607534370683,036790,00
2021,10,015498,083,11,02,1,030707,6,8,02,3,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,5,0,2,0,1,12,0,0,2,0, , , , ,260,1,125,152, , , , ,2,2,0,0,233,0,233,0,2,231,2,2,116.454887390137,119.013463473605,036790,00
2021,12,015499,039,11,01,1,030605,6,6,01,3,3,8,4,10,3,2, ,2, ,1,2,2, ,2, ,5,5,6,1,0,0,8,0,0,2,0, , , , ,160,1,10,80, , , , ,30,30, ,0,90,0,90,0,30,60,2,2,117.980461120605,131.328402938918,036135,00
2021,12,015499,051,11,01,1,030605,6,6,01,3,3,6,4,7,2,2, ,2, ,1,1,2, ,2, ,5,15,0,1,0,0,11,0,0,2,0, , , , ,5000,1,350,3031, , , , ,89,89, ,0,2319,0,2319,0,89,2230,2,2,122.875190734863,119.607534370683,036135,00
2021,12,015499,063,11,02,1,030605,6,6,02,3,3,6,4,10,2,2, ,2, ,1,2,2, ,2, ,5,20,0,1,0,0,11,0,0,2,0, , , , ,2500,1,250,2000, , , , ,230,230, ,0,750,0,750,0,230,520,2,2,103.303337097168,94.5998494290098,036135,00
2021,12,015499,076,11,01,2,030605,6,6,01,3,1, ,2,10,2,2, ,2, ,1,1,2, ,2, ,5,4,10,1,0,0,11,0,0,2,0, , , , ,2200,1,100,1300, , , , ,580,580, ,0,1000,0,1000,0,580,420,2,2,137.803451538086,147.461455108088,036135,00
2021,07,015500,077,11,04,1,030301,6,6,04,2,3,6,4,8,2,1,1,2, ,1,1,2, ,2, ,5,0,1,1,0,0,1,0,0,2,0, , , , ,433,2, ,130, , , , ,196,196, ,0,303,0,303,0,196,107,2,2,157.49299621582,167.399694303432,036730,00
2021,07,015500,111,11,02,1,030301,6,6,02,2,3,3,4,8,1,2, ,2, ,2, ,2, ,2, ,5,9,0,2,0,1,11,0,0,2,0, , , , ,260,2, ,130, , , , ,3,3,0,0,130,0,130,0,3,127,2,2,76.3689270019531,79.5172826823466,036730,00
2021,07,015500,111,11,02,2,030301,6,6,02,2,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,9,0,2,0,1,10,0,0,2,0, , , , ,217,1,43,130, , , , ,5,5,0,0,130,0,130,0,5,125,2,2,76.3689270019531,79.5172826823466,036730,00
2021,07,015500,123,11,01,1,030301,6,6,01,2,3,6,4,8,3,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,10,0,0,0,3, , , , , , , , ,750,1,300,625,45,45, ,0,0,425,425,0,45,380,2,2,165.411758422852,164.022888546379,036730,00
2021,04,015503,166,11,01,1,030504,6,7,01,4,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,5,3,0,1,0,0,6,0,1,0,0,730,1,280,495, , , , , , , , ,1,1, ,515,0,0,515,0,1,514,2,2,129.456390380859,135.710926397949,036864,00
2021,04,015503,166,11,02,1,030504,6,7,02,4,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,5,22,0,1,0,0,5,0,0,2,0, , , , ,500,1,52,250, , , , ,12,12, ,0,302,0,302,0,12,290,2,2,158.14631652832,155.944063253488,036864,00
2021,04,015503,166,11,02,2,030504,6,7,02,4,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,2,0,1,0,0,6,0,0,2,0, , , , ,375,1,32,150, , , , ,0,0, ,0,257,0,257,0,0,257,2,2,158.14631652832,155.944063253488,036864,00
2021,06,015504,081,11,04,1,030109,6,8,04,4,3,7,4,1, , , , , , , , , , , ,5,1,0,1,0,0,9,0,0,2,0, , , , ,2250,2, ,1250, , , , ,5,5,0,0,1000,0,1000,0,5,995,2,2,158.14631652832,155.944063253488,036570,00
2021,06,015504,084,11,02,1,030109,6,8,02,4,3,7,4,1, , , , , , , , , , , ,5,10,0,1,0,0,6,0,0,2,0, , , , ,130,1,22,43, , , , ,3,3,0,0,109,0,109,0,3,106,2,2,73.0145492553711,75.6007181086504,036570,00
2021,08,015505,062,11,02,1,030209,6,6,02,3,1, ,2,8,2,1,1,2, ,1,1,2, ,2, ,5,6,0,3,0,2,6,0,0,0,3, , , , , , , , ,11250,1,625,8848,926,976,0,0,0,3027,3027,0,976,2051,2,2,94.9055023193359,96.1664529522684,036324,00
2021,08,015505,082,11,01,1,030209,6,6,01,3,3,7,4,3, , , , , , , , , , , ,5,4,0,1,0,0,6,0,0,0,3, , , , , , , , ,433,2, , ,16,36, ,0,0,433,433,0,36,397,2,2,104.998695373535,100.256697355444,036324,00
2021,08,015505,092,11,02,1,030209,6,6,02,3,3,8,4,4, , , , , , , , , , , ,5,3,0,1,0,0,6,0,0,2,0, , , , ,2500,1,300,1299, , , , ,21,21, ,0,1501,0,1501,0,21,1480,2,2,94.9055023193359,96.1664529522684,036324,00
2021,08,015505,092,11,03,1,030209,6,6,03,3,3,8,4,1, , , , , , , , , , , ,5,2,0,1,0,0,5,0,0,0,3, , , , , , , , ,625,2, ,380,200,200, ,0,0,245,245,0,200,45,2,2,115.925979614258,127.124884934411,036324,00
2021,08,015505,092,11,03,2,030209,6,6,03,3,3,8,4,3, , , , , , , , , , , ,5,2,0,2,0,1,5,0,0,0,3, , , , , , , , ,875,2, ,38,0,20,0,0,0,837,837,0,20,817,2,2,115.925979614258,127.124884934411,036324,00
2021,06,015508,188,11,02,1,030209,6,7,02,3,3,1,4,8,1,2, ,2, ,2, ,2, ,2, ,5,3,0,4,1,2,8,0,0,0,3, , , , , , , , ,2598,1,173,1949,63,63,200,0,0,822,822,200,63,559,2,2,158.14631652832,155.944063253488,036331,00
2021,08,015510,070,11,02,1,030301,6,7,02,4,3,6,3,8,1,2, ,2, ,1,2,2, ,2, ,5,10,0,4,0,3,12,0,0,2,0, , , , ,625,1,220,500, , , , ,8,8,0,0,345,0,345,0,8,337,2,2,94.9055023193359,96.1664529522684,036734,00
2021,08,015510,071,11,01,1,030301,6,7,01,4,3,7,4,11,4,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,1,0,1,0,0,1170,2, ,670, , , , , , , , ,0,0, ,0,0,500,500,0,0,500,2,2,135.403778076172,142.741555469882,036734,00
2021,08,015510,074,11,01,1,030301,6,7,01,4,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,5,20,0,1,0,0,12,0,0,2,0, , , , ,300,1,35,265, , , , ,16,16, ,0,70,0,70,0,16,54,2,2,76.3689270019531,79.5172826823466,036734,00
2021,09,015511,024,11,01,1,030209,6,8,01,3,3,7,4,3, , , , , , , , , , , ,5,5,4,1,0,0,4,0,0,0,3, , , , , , , , ,1250,2, ,500,90,90,0,0,0,750,750,0,90,660,2,2,104.998695373535,100.256697355444,036335,00
2021,09,015511,082,11,03,1,030209,6,8,03,3,3,7,4,10,1,2, ,2, ,2, ,2, ,2, ,3,0,6,1,0,0,6,0,0,2,0, , , , ,360,1,30,280, , , , ,15,15, ,0,110,0,110,0,15,95,2,2,157.49299621582,167.399694303432,036335,00
2021,09,015511,082,11,03,2,030209,6,8,03,3,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,5,0,2,1,0,0,2,0,0,2,0, , , , ,1083,1,8,1000, , , , ,20,20, ,0,91,0,91,0,20,71,2,2,157.49299621582,167.399694303432,036335,00
2021,09,015511,083,11,01,1,030209,6,8,01,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,4,0,1,0,0,11,0,0,2,0, , , , ,360,2, ,318, , , , ,5,5, ,0,42,0,42,0,5,37,2,2,165.411758422852,164.022888546379,036335,00
2021,09,015511,084,11,01,1,030209,6,8,01,3,3,8,4,3, , , , , , , , , , , ,5,2,0,1,0,0,3,0,0,0,3, , , , , , , , ,996,2, ,380,82,82, ,0,0,616,616,0,82,534,2,2,103.76912689209,101.760488836276,036335,00
2021,08,015512,066,11,01,2,030609,6,6,01,3,3,8,4,2, , , , , , , , , , , ,1,10,0,1,0,0,12,0,0,0,3, , , , , , , , ,108,2, , ,0,0, ,0,0,108,108,0,0,108,2,2,114.426963806152,115.20411815839,036126,01
2021,08,015512,096,11,01,2,030609,6,6,01,3,3,6,4,1, , , , , , , , , , , ,5,20,4,1,0,0,12,0,0,0,3, , , , , , , , ,520,1,17,95,27,27, ,0,0,442,442,0,27,415,2,2,120.735473632813,115.779174221998,036126,01
2021,11,015514,299,11,02,1,030207,6,7,02,3,3,7,4,10,1,2, ,2, ,1,2,2, ,2, ,5,1,6,1,0,0,6,0,0,2,0, , , , ,684,2, ,433, , , , ,15,15, ,0,251,0,251,0,15,236,2,2,117.980461120605,131.328402938918,036311,00
2021,11,015515,210,11,01,2,030105,6,7,01,3,3,6,4,8,1,1,2,1,2,1,2,2, ,2, ,5,3,0,3,0,2,12,0,0,0,3, , , , , , , , ,195,2, , ,96,96,0,0,0,195,195,0,96,99,2,2,106.859519958496,103.571790483146,036536,00
2021,11,015515,210,11,02,1,030105,6,7,02,3,3,6,4,8,1,1,2,1,2,1,2,2, ,2, ,5,18,0,3,0,2,12,0,0,2,0, , , , ,2000,1,500,1750, , , , ,85,85,0,0,750,0,750,0,85,665,2,2,116.454887390137,119.013463473605,036536,00
2021,07,015516,059,11,02,1,030401,6,7,02,1,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,20,0,1,0,0,2,0,0,2,0, , , , ,346,1,30,260, , , , ,0,0, ,0,116,0,116,0,0,116,2,2,94.9055023193359,96.1664529522684,036677,00
2021,07,015516,060,11,02,1,030401,6,7,02,1,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,5,10,0,1,0,0,12,0,0,2,0, , , , ,80,1,20,50, , , , ,5,5, ,0,50,0,50,0,5,45,2,2,32.7487564086914,30.1876825179418,036677,00
2021,10,015517,066,11,02,1,030503,6,7,02,4,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,5,3,0,1,0,0,12,0,0,2,0, , , , ,380,1,20,300, , , , ,12,12, ,0,100,0,100,0,12,88,2,2,84.8828353881836,76.4599261857293,036813,00
2021,06,015519,040,11,01,1,030108,6,6,01,3,3,8,4,2, , , , , , , , , , , ,5,20,0,1,0,0,1,0,0,0,3, , , , , , , , ,2598,2, , ,0,0, ,2598,0,0,2598,0,0,2598,2,2,100.386795043945,95.3186283483993,036542,00
2021,06,015519,040,11,02,1,030108,6,6,02,3,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,5,10,0,2,0,1,6,0,1,0,0,260,1,22,199, , , , , , , , ,4,4,0,83,0,0,83,0,4,79,2,2,73.0145492553711,75.6007181086504,036542,00
2021,06,015519,054,11,02,1,030108,6,6,02,3,3,6,4,10,1,1,2,2, ,1,2,2, ,2, ,5,20,0,1,0,0,6,0,1,0,0,346,1,26,186, , , , , , , , ,6,6,0,186,0,0,186,0,6,180,2,2,90.736930847168,91.4298458889276,036542,00
2021,06,015519,111,11,01,1,030108,6,6,01,3,3,3,4,3, , , , , , , , , , , ,3,6,0,1,0,0,12,0,0,0,3, , , , , , , , ,2500,2, ,625,116,116,0,0,0,1875,1875,0,116,1759,2,2,238.050399780273,235.003717971276,036542,00
2021,06,015519,111,11,02,1,030108,6,6,02,3,1, ,4,9,1,2, ,2, ,1,3,2, ,2, ,5,8,0,4,0,3,12,0,0,2,0, , , , ,24375,1,500,15483, , , , ,382,382,0,0,9392,0,9392,0,382,9010,2,2,110.834121704102,120.863443346194,036542,00
2021,06,015519,111,11,02,2,030108,6,6,02,3,1, ,2,9,1,2, ,2, ,2, ,2, ,2, ,5,1,0,4,0,3,12,0,0,2,0, , , , ,2165,1,10,600, , , , ,12,12,0,0,1575,0,1575,0,12,1563,2,2,110.834121704102,120.863443346194,036542,00
2021,06,015519,125,11,02,1,030108,6,6,02,3,3,7,4,10,3,2, ,2, ,1,2,2, ,2, ,5,0,2,1,0,0,2,0,0,0,3, , , , , , , , ,400,2, ,100,0,0, ,0,0,300,300,0,0,300,2,2,150.575378417969,159.154546956339,036542,00
2021,06,015519,158,11,01,2,030108,6,6,01,3,3,8,4,1, , , , , , , , , , , ,5,10,0,1,0,0,6,0,0,2,0, , , , ,150,1,50,180, , , , ,0,0, ,0,20,0,20,0,0,20,2,2,158.14631652832,155.944063253488,036542,00
2021,07,015520,319,11,02,1,030605,6,7,02,3,3,6,4,8,1,2, ,2, ,2, ,2, ,2, ,5,0,3,2,0,1,3,0,0,2,0, , , , ,500,1,250,375, , , , ,5,5,0,0,375,0,375,0,5,370,2,2,120.735473632813,115.779174221998,036139,00
2021,10,015522,200,11,01,1,030101,6,7,01,2,3,7,4,3, , , , , , , , , , , ,5,8,0,1,0,0,5,0,0,0,3, , , , , , , , ,520,2, ,260,100,100, ,0,0,260,260,0,100,160,2,2,253.399368286133,255.351511684757,036578,00
2021,10,015522,200,11,02,1,030101,6,7,02,2,3,6,4,8,3,2, ,2, ,1,2,2, ,2, ,5,0,1,2,0,1,1,0,1,0,0,2000,2, ,217, , , , , , , , ,100,100,0,0,0,1783,1783,0,100,1683,2,2,160.284149169922,172.934941232595,036578,00
2021,05,015523,270,11,02,1,030501,6,7,02,1,3,6,4,9,1,1,2,2, ,2, ,2, ,2, ,1,0,1,2,0,1,1,0,1,0,0,173,1,22, , , , , , , , , ,33,33,0,195,0,0,195,0,33,162,2,2,97.0460205078125,87.0616202295515,036839,00
2021,10,015525,015,11,02,1,040101,6,1,02,1,1, ,3,9,1,2, ,2, ,2, ,2, ,2, ,3,2,0,1,0,0,12,0,0,0,3, , , , , , , , ,1400,2, ,200,350,350, ,0,0,1200,1200,0,350,850,2,2,349.601776123047,350.018879037663,042416,00
2021,10,015525,015,11,03,1,040101,6,1,03,1,1, ,3,8,2,1,1,1,1,1,1,2, ,2, ,5,0,10,1,0,0,10,0,0,0,3, , , , , , , , ,1350,2, ,150,350,380, ,0,0,1200,1200,0,380,820,2,2,379.9560546875,380.61615784571,042416,00
2021,07,015526,012,11,01,1,040110,6,1,00,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,117.368843078613,113.404583266601,042786,00
2021,07,015526,072,11,01,1,040110,6,1,01,2,1, ,2,2, , , , , , , , , , , ,5,2,0,1,0,0,5,0,0,0,3, , , , , , , , ,1800,2, , ,450,450, ,0,1800,0,1800,0,450,1350,2,2,190.473815917969,196.271371044307,042786,00
2021,07,015526,072,11,02,1,040110,6,1,02,2,1, ,2,8,2,1,1,1,1,1,1,2, ,1,1,6,16,0,2,1,0,10,0,0,0,3, , , , , , , , ,3000,2, , ,835,835,450,0,0,3000,3000,450,835,1715,2,2,156.39421081543,164.483741650267,042786,00
2021,07,015526,085,11,03,1,040110,6,1,03,2,3,6,3,11,1,2, ,2, ,1,2,2, ,1,2,5,0,4,1,0,0,4,0,0,0,3, , , , , , , , ,800,2, , ,80,80, ,0,0,800,800,0,80,720,2,2,160.45637512207,159.165782056532,042786,00
2021,07,015526,160,11,01,1,040110,6,1,01,2,1, ,2,10,3,2, ,2, ,1,2,2, ,1,2,6,3,0,1,0,0,12,0,0,0,3, , , , , , , , ,3500,2, , ,110,110, ,0,0,3500,3500,0,110,3390,2,2,152.646987915039,154.170943322014,042786,00
2021,03,015527,078,11,01,1,040129,6,1,01,3,3,6,3,10,3,1,2,1,2,1,2,2, ,2, ,5,1,0,1,0,0,12,0,0,0,3, , , , , , , , ,1819,1,217,822,331,331, ,0,0,1214,1214,0,331,883,2,2,28.3911685943604,36.5962949901146,043216,02
2021,03,015527,094,11,04,1,040129,6,1,04,3,1, ,2,10,1,2, ,2, ,2, ,2, ,2, ,6,5,0,1,0,0,12,0,0,0,3, , , , , , , , ,1500,2, , ,125,125, ,0,0,1500,1500,0,125,1375,2,2,39.5513305664063,51.7507479902975,043216,02
2021,03,015527,139,11,02,1,040129,6,1,00,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,47.1002388000488,56.7676901579723,043216,02
2021,04,015528,053,11,01,1,040103,6,1,01,1,3,8,3,7,1,1,1,2, ,1,1,2, ,2, ,4,0,10,1,0,0,10,0,0,2,0, , , , ,53125,1,126,51125, , , , ,265,265, ,0,2126,0,2126,0,265,1861,2,2,287.524536132813,278.375654549141,042544,00
2021,04,015528,053,11,02,1,040103,6,1,02,1,3,7,4,3, , , , , , , , , , , ,5,10,0,1,0,0,10,0,0,0,3, , , , , , , , ,130,2, , ,15,15, ,0,0,130,130,0,15,115,2,2,278.136291503906,251.749797747228,042544,00
2021,04,015528,100,11,02,1,040103,6,1,02,1,3,4,3,8,2,2, ,2, ,1,3,2, ,1,1,3,0,3,2,1,0,3,0,1,0,0,1870,2, ,979, , , , , , , , ,312,312,480,891,0,0,891,480,312,99,2,2,293.087158203125,289.262435881556,042544,00
2021,01,015529,019,11,01,1,040110,6,1,01,3,3,7,4,2, , , , , , , , , , , ,5,30,0,1,0,0,4,0,0,0,3, , , , , , , , ,1000,2, ,200,0,0, ,0,0,800,800,0,0,800,2,2,173.921310424805,254.55380891582,042828,00
2021,01,015529,069,11,02,1,040110,6,1,03,3,1, ,3,8,1,1,1,1,1,1,1,2, ,2, ,3,8,0,1,0,0,6,0,0,2,0, , , , ,3000,2, ,1500, , , , ,58,78, ,0,1500,0,1500,0,78,1422,2,2,161.777969360352,227.226733448573,042828,00
2021,01,015529,112,11,01,1,040110,6,1,01,3,3,6,4,1, , , , , , , , , , , ,5,31,0,1,0,0,12,0,0,2,0, , , , ,1039,1,9,693, , , , ,0,0, ,0,355,0,355,0,0,355,2,2,201.144195556641,267.496446433242,042828,00
2021,01,015529,119,11,01,1,040110,6,1,01,3,1, ,4,2, , , , , , , , , , , ,5,2,0,1,0,0,7,0,1,0,0,300,2, ,50, , , , , , , , ,0,0, ,250,0,0,250,0,0,250,2,2,201.144195556641,267.496446433242,042828,00
2021,01,015529,119,11,02,2,040110,6,1,01,3,3,7,4,10,3,2, ,2, ,1,2,2, ,2, ,5,15,0,1,0,0,7,0,1,0,0,300,1,60,10, , , , , , , , ,18,18, ,350,0,0,350,0,18,332,2,2,161.777969360352,227.226733448573,042828,00
2021,09,015530,095,11,01,1,040129,6,1,01,3,1, ,4,2, , , , , , , , , , , ,3,4,0,1,0,0,11,0,0,0,3, , , , , , , , ,1299,2, ,10,0,0, ,0,0,1289,1289,0,0,1289,2,2,879.47265625,717.519212370596,043252,00
2021,09,015530,095,11,01,2,040129,6,1,01,3,3,8,4,2, , , , , , , , , , , ,2,5,0,1,0,0,11,0,1,0,0,346,2, ,23, , , , , , , , ,0,0, ,0,0,323,323,0,0,323,2,2,879.47265625,717.519212370596,043252,00
2021,09,015530,129,11,02,1,040129,6,1,02,3,3,2,4,7,1,2, ,2, ,1,3,2, ,2, ,5,5,0,1,0,0,12,0,0,2,0, , , , ,3031,2, ,2425, , , , ,13,13, ,0,606,0,606,0,13,593,2,2,766.821838378906,630.213440627152,043252,00
2021,09,015531,073,11,02,1,040104,6,1,02,1,3,7,3,11,4,2, ,2, ,2, ,2, ,1,2,2,0,2,1,0,0,2,0,0,2,0, , , , ,800,2, ,300, , , , ,100,100, ,0,500,0,500,0,100,400,2,2,805.144836425781,385.583096142108,042231,00
2021,05,015532,025,11,01,1,040102,6,1,01,1,1, ,4,2, , , , , , , , , , , ,1,0,10,1,0,0,10,0,0,0,3, , , , , , , , ,2500,2, , ,0,0, ,0,0,2500,2500,0,0,2500,2,2,423.525726318359,430.543849266916,042665,01
2021,05,015532,037,11,01,1,040102,6,1,01,1,1, ,3,8,1,2, ,2, ,1,3,2, ,2, ,3,20,0,3,1,1,12,0,1,0,0,11078,2, ,6000, , , , , , , , ,100,120,1000,5078,0,0,5078,1000,120,3958,2,2,381.146270751953,428.193556022529,042665,01
2021,05,015532,037,11,02,1,040102,6,1,02,1,3,6,4,5, , , , , , , , , , , ,2,0,6,2,0,1,6,0,0,2,0, , , , ,373,1,50,200, , , , ,3,23,0,0,223,0,223,0,23,200,2,2,312.951507568359,358.844378935016,042665,01
2021,05,015532,057,11,01,1,040102,6,1,01,1,1, ,4,10,1,2, ,2, ,2, ,2, ,2, ,3,5,0,2,1,0,12,0,0,0,3, , , , , , , , ,4000,2, ,500,50,50,1500,0,0,3500,3500,1500,50,1950,2,2,255.293640136719,277.557703512422,042665,01
2021,05,015532,057,11,01,2,040102,6,1,01,1,3,6,4,4, , , , , , , , , , , ,5,0,6,1,0,0,6,0,0,2,0, , , , ,4330,1,650,3464, , , , ,205,205, ,0,1516,0,1516,0,205,1311,2,2,255.293640136719,277.557703512422,042665,01
2021,05,015532,063,11,01,1,040102,6,1,01,1,3,7,4,3, , , , , , , , , , , ,5,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,40,2, , ,0,0, ,0,0,40,40,0,0,40,2,2,234.860076904297,247.408022473216,042665,01
2021,07,015533,047,11,01,1,040107,6,1,01,3,3,2,4,1, , , , , , , , , , , ,5,10,0,1,0,0,12,0,0,2,0, , , , ,433,1,7,260, , , , ,6,6, ,0,180,0,180,0,6,174,2,2,1022.42913818359,840.284587502869,043393,00
2021,07,015533,082,11,05,1,040107,6,1,04,3,3,4,3,1, , , , , , , , , , , ,5,1,8,1,0,0,12,0,0,2,0, , , , ,2598,1,91,1429, , , , ,70,70, ,0,1260,0,1260,0,70,1190,2,2,1361.26232910156,1005.22662452706,043393,00
2021,10,015534,080,11,03,1,040104,6,1,03,1,3,7,3,10,1,2, ,2, ,1,2,2, ,1,2,3,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,120,2, ,3,9,9, ,0,0,117,117,0,9,108,2,2,312.328521728516,346.009531989594,046460,00
2021,05,015535,114,11,01,1,040104,6,1,01,1,3,6,3,4, , , , , , , , , , , ,2,0,9,1,0,0,9,0,0,2,0, , , , ,1732,1,87,1299, , , , ,54,54, ,0,520,0,520,0,54,466,2,2,307.011840820313,345.338787467787,046441,01
2021,05,015535,114,11,03,1,040104,6,1,03,1,3,8,3,3, , , , , , , , , , , ,2,2,7,1,0,0,2,0,0,0,3, , , , , , , , ,3250,2, , ,1656,1656, ,0,0,3250,3250,0,1656,1594,2,2,325.699920654297,362.814795815357,046441,01
2021,05,015535,114,11,03,2,040104,6,1,03,1,3,6,3,11,4,2, ,2, ,1,2,1,1,1,2,2,1,1,1,0,0,12,0,0,2,0, , , , ,120,1,30,113, , , , ,1,1, ,0,37,0,37,0,1,36,2,2,325.699920654297,362.814795815357,046441,01
2021,01,015536,137,11,01,1,040104,6,1,01,1,3,8,4,2, , , , , , , , , , , ,3,4,0,1,0,0,2,0,0,0,3, , , , , , , , ,433,2, ,0,0,0,0,0,0,433,433,0,0,433,2,2,162.671401977539,230.767101153223,042105,00
2021,01,015536,137,11,02,1,040104,6,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,173.921310424805,254.55380891582,042105,00
2021,01,015536,158,11,01,1,040104,6,1,01,1,1, ,2,3, , , , , , , , , , , ,3,20,0,1,0,0,8,0,0,0,3, , , , , , , , ,2400,2, ,1200,0,0, ,0,0,1200,1200,0,0,1200,2,2,201.144195556641,267.496446433242,042105,00
2021,02,015537,014,11,04,1,040126,6,1,03,1,1, ,4,11,4,2, ,2, ,2, ,2, ,2, ,2,25,0,1,0,0,12,0,0,0,3, , , , , , , , ,500,2, ,0,0,0,0,0,0,500,500,0,0,500,2,2,145.043090820313,157.145402760629,042481,00
2021,02,015537,035,11,01,1,040126,6,1,01,1,3,8,4,10,1,2, ,2, ,1,2,2, ,1,2,2,0,2,1,0,0,2,0,0,0,3, , , , , , , , ,5000,2, ,700,0,0, ,0,0,4300,4300,0,0,4300,2,2,157.237930297852,162.485420651298,042481,00
2021,02,015537,068,11,02,1,040126,6,1,02,1,3,7,4,10,2,1,2,1,2,1,2,2, ,2, ,5,0,1,1,0,0,0,1,0,0,3, , , , , , , , ,350,1,175,125,0,0, ,0,0,400,400,0,0,400,2,2,132.113128662109,133.691630352856,042481,00
