AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,ACTIVIDA,UBIGEO,DOMINIO,ESTRATO,CODINFOR,PERIODO,E1,E1A1,E1B,E2,E3,E4A1,E4B1,E4A2,E4B2,E4A3,E4B3,E4A4,E4B4,E4A5,E4B5,E5,E6A,E6B,E8A,E8B,E8C,E9A,E9A1,E13A,E13B,E13C,E14T,E15,E15GG,E16T,E17T,E18,E18GG,E19T,E20T,E21,E21GG,E22T,E23ST,E23T,E24T,E25ST1,E25ST2,E25ST3,E25ST4,E25T1,E25T2,E25T3,TICUEST04,TIPOCUESTIONARIO,FACTORA07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2021,12,017954,169,11,02,2,150110,8,1,02,4,3,1,4,1, , , , , , , , , , , ,3,1,0,1,0,0,10,0,0,2,0, , , , ,80,2, ,60, , , , ,0,0, ,0,20,0,20,0,0,20,2,2,877.645629882813,683.068130628742,021217,00
2021,01,017955,002,11,02,1,150132,8,1,02,2,3,6,4,10,2,2, ,2, ,1,2,2, ,2, ,5,0,2,1,0,0,2,0,0,2,0, , , , ,100,1,13,50, , , , ,2,2, ,0,63,0,63,0,2,61,2,2,1111.70324707031,1352.21356661607,021908,00
2021,01,017955,065,11,04,1,150132,8,1,04,2,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,260,2, , ,0,0, ,0,0,260,260,0,0,260,2,2,911.243225097656,1130.26658842787,021908,00
2021,01,017955,086,11,02,1,150132,8,1,04,2,3,6,3,5, , , , , , , , , , , ,5,48,0,1,0,0,3,0,0,2,0, , , , ,150,2, ,80, , , , ,32,32, ,0,70,0,70,0,32,38,2,2,779.691528320313,946.235138910379,021908,00
2021,01,017955,086,11,04,1,150132,8,1,04,2,3,7,3,10,1,1,2,1,2,1,2,2, ,2, ,3,0,4,1,0,0,4,0,0,0,3, , , , , , , , ,1200,2, ,300,215,215, ,0,0,900,900,0,215,685,2,2,1230.87280273438,1534.17163869979,021908,00
2021,01,017955,106,11,01,1,150132,8,1,01,2,3,7,4,10,2,1,2,2, ,2, ,2, ,2, ,5,0,1,2,0,1,1,0,0,0,3, , , , , , , , ,800,1,120,400,50,50,0,0,0,520,520,0,50,470,2,2,1047.35363769531,1272.56455967516,021908,00
2021,01,017955,127,11,02,1,150132,8,1,02,2,3,8,4,1, , , , , , , , , , , ,5,3,0,1,0,0,5,0,0,2,0, , , , ,1732,1,217,1299, , , , ,10,10, ,0,650,0,650,0,10,640,2,2,964.0859375,1273.9592332649,021908,00
2021,11,017956,006,11,02,1,150132,8,1,01,1,3,6,3,7,1,2, ,2, ,1,1,2, ,2, ,3,0,3,1,0,0,3,0,0,2,0, , , , ,1500,2, , , , , , ,15,15, ,0,1500,0,1500,0,15,1485,2,2,1663.49560546875,1715.93228219476,022526,00
2021,11,017956,023,12,01,1,150132,8,1,01,1,3,8,4,3, , , , , , , , , , , ,1,0,3,1,0,0,3,0,0,0,3, , , , , , , , ,1500,2, , ,408,408, ,0,0,1500,1500,0,408,1092,2,2,1335.96228027344,1276.06166662986,022526,00
2021,11,017956,023,12,01,2,150132,8,1,01,1,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,5,1,0,1,0,0,12,0,0,2,0, , , , ,217,1,20, , , , , ,5,5, ,0,237,0,237,0,5,232,2,2,1335.96228027344,1276.06166662986,022526,00
2021,11,017956,023,22,01,2,150132,8,1,01,1,3,6,4,3, , , , , , , , , , , ,5,1,7,1,0,0,12,0,0,0,3, , , , , , , , ,866,2, , ,325,325, ,0,0,866,866,0,325,541,2,2,2123.14819335938,2061.95847201925,022526,00
2021,11,017956,023,22,02,2,150132,8,1,02,1,3,6,3,10,3,1,2,1,2,1,2,1,2,1,2,5,3,0,1,0,0,1,0,1,0,0,680,1,100,240, , , , , , , , ,67,67, ,540,0,0,540,0,67,473,2,2,2476.03149414063,2121.23613166177,022526,00
2021,11,017956,092,11,01,1,150132,8,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2152.95556640625,2079.70917926575,022526,00
2021,07,017957,009,11,01,1,150118,8,1,01,2,3,8,4,3, , , , , , , , , , , ,5,0,3,1,0,0,3,0,0,0,3, , , , , , , , ,1000,2, ,500,20,20, ,0,0,500,500,0,20,480,2,2,2099.65209960938,2104.40574549712,023102,01
2021,08,017958,002,11,01,1,150103,8,1,02,1,1, ,1,7,2,2, ,2, ,1,1,2, ,2, ,5,2,0,2,1,0,12,0,0,2,0, , , , ,2500,1,90,450, , , , ,500,500,400,0,2140,0,2140,400,500,1240,2,2,968.932189941406,720.524075409279,023791,00
2021,08,017958,040,11,01,1,150103,8,1,01,1,3,8,4,3, , , , , , , , , , , ,5,31,0,1,0,0,12,0,0,0,3, , , , , , , , ,8080,2, ,3200,2880,2880, ,0,0,4880,4880,0,2880,2000,2,2,997.767639160156,749.663917575981,023791,00
2021,08,017958,065,11,01,1,150103,8,1,01,1,3,8,4,3, , , , , , , , , , , ,3,10,0,1,0,0,12,0,0,0,3, , , , , , , , ,800,2, ,250,265,265, ,0,0,550,550,0,265,285,2,2,1232.51770019531,901.84860450152,023791,00
2021,08,017958,065,11,02,1,150103,8,1,02,1,1, ,3,10,3,1,2,1,2,1,2,2, ,2, ,6,10,0,1,0,0,12,0,0,0,3, , , , , , , , ,1875,1,250,650,530,530, ,0,0,1475,1475,0,530,945,2,2,1276.8623046875,940.56971360459,023791,00
2021,07,017959,041,11,01,1,150111,8,1,02,2,3,8,4,2, , , , , , , , , , , ,3,0,4,3,2,0,4,0,0,0,3, , , , , , , , ,4958,2, , ,0,0,2880,4958,0,0,4958,2880,0,2078,2,2,746.850341796875,749.663917575981,024450,00
2021,07,017959,041,11,02,1,150111,8,1,02,2,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,3,22,0,1,0,0,12,0,0,2,0, , , , ,850,1,30,600, , , , ,20,20, ,0,280,0,280,0,20,260,2,2,736.059509277344,746.85197998426,024450,00
2021,07,017959,063,11,02,1,150111,8,1,02,2,3,8,4,3, , , , , , , , , , , ,3,0,8,1,0,0,8,0,0,0,3, , , , , , , , ,2766,2, ,1516,150,150, ,0,0,1250,1250,0,150,1100,2,2,1015.18395996094,1009.18705204621,024450,00
2021,07,017959,085,11,01,1,150111,8,1,02,2,1, ,4,10,1,2, ,2, ,1,2,2, ,2, ,3,30,0,2,0,1,12,0,0,2,0, , , , ,820,1,200,400, , , , ,20,20,0,0,620,0,620,0,20,600,2,2,620.563232421875,603.207425189388,024450,00
2021,07,017959,169,11,01,1,150111,8,1,01,2,1, ,3,10,1,2, ,2, ,1,2,2, ,2, ,5,1,2,2,0,1,12,0,0,2,0, , , , ,1500,1,150,800, , , , ,45,45,0,0,850,0,850,0,45,805,2,2,721.9208984375,703.961524711448,024450,00
2021,08,017960,060,11,01,1,150101,8,1,01,2,3,8,4,2, , , , , , , , , , , ,5,0,4,1,0,0,4,0,0,0,3, , , , , , , , ,700,2, ,25,0,0, ,0,0,675,675,0,0,675,2,2,1739.53796386719,1715.35277401498,025083,00
2021,08,017960,097,11,03,1,150101,8,1,01,2,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,12,0,0,0,3, , , , , , , , ,350,2, , ,0,0, ,0,0,350,350,0,0,350,2,2,2098.98120117188,2099.86236151548,025083,00
2021,06,017961,009,11,01,1,150108,8,1,01,4,3,6,4,10,1,2, ,2, ,2, ,1,2,2, ,5,1,0,1,0,0,12,0,0,2,0, , , , ,834,1,125,460, , , , ,3,3, ,0,499,0,499,0,3,496,2,2,1717.73852539063,2046.24313976205,027717,00
2021,06,017961,009,11,02,1,150108,8,1,01,4,3,7,4,1, , , , , , , , , , , ,5,0,8,1,0,0,8,0,0,0,3, , , , , , , , ,173,2, , ,0,0, ,0,0,173,173,0,0,173,2,2,1586.37805175781,1886.03123469267,027717,00
2021,06,017961,029,11,01,1,150108,8,1,01,4,3,7,4,2, , , , , , , , , , , ,5,30,0,1,0,0,12,0,0,0,3, , , , , , , , ,3118,2, , ,0,0, ,3118,0,0,3118,0,0,3118,2,2,1302.32690429688,1565.23259501754,027717,00
2021,06,017961,089,11,01,1,150108,8,1,01,4,1, ,3,10,3,2, ,2, ,1,2,2, ,1,2,2,15,0,1,0,0,12,0,0,0,3, , , , , , , , ,2500,2, , ,50,50, ,0,0,2500,2500,0,50,2450,2,2,1342.27783203125,1630.92073482591,027717,00
2021,05,017962,044,11,02,2,150133,8,1,02,1,3,7,4,10,1,2, ,2, ,2, ,2, ,2, ,2,2,0,1,0,0,5,0,0,0,3, , , , , , , , ,360,2, ,160,0,0, ,0,0,200,200,0,0,200,2,2,1957.83874511719,1875.33622178769,028266,00
2021,05,017962,044,11,03,1,150133,8,1,03,1,3,7,4,1, , , , , , , , , , , ,5,0,9,1,0,0,9,0,0,2,0, , , , ,460,1,30,310, , , , ,15,15, ,0,180,0,180,0,15,165,2,2,2098.72631835938,2184.12884843645,028266,00
2021,05,017962,067,11,02,2,150133,8,1,02,1,3,7,3,1, , , , , , , , , , , ,5,2,0,1,0,0,12,0,0,2,0, , , , ,1400,2, ,600, , , , ,0,0, ,0,800,0,800,0,0,800,2,2,1957.83874511719,1875.33622178769,028266,00
2021,11,017963,055,11,01,2,150142,8,1,02,2,1, ,2,9,1,2, ,2, ,1,2,2, ,2, ,5,1,6,3,0,2,12,0,0,2,0, , , , ,1200,1,30,900, , , , ,0,20,0,0,330,0,330,0,20,310,2,2,877.645629882813,683.068130628742,028630,00
2021,03,017964,024,11,04,1,150143,8,1,04,4,3,7,4,10,1,2, ,2, ,2, ,2, ,2, ,5,3,10,1,0,0,12,0,1,0,0,217,1,35,65, , , , , , , , ,33,33, ,187,0,0,187,0,33,154,2,2,1250.31091308594,1506.88447862437,029297,00
2021,03,017964,123,11,01,1,150143,8,1,00,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1026.43481445313,1250.57563177272,029297,00
2021,11,017965,004,11,01,1,150106,8,1,02,4,3,1,4,3, , , , , , , , , , , ,3,3,0,1,0,0,1,0,0,0,3, , , , , , , , ,1000,2, , ,0,0, ,0,0,1000,1000,0,0,1000,2,2,1140.23669433594,1070.67681393912,019000,00
2021,11,017965,004,11,01,2,150106,8,1,02,4,3,1,4,3, , , , , , , , , , , ,3,12,0,1,0,0,12,0,0,0,3, , , , , , , , ,2598,2, ,570,0,0, ,0,0,2028,2028,0,0,2028,2,2,1140.23669433594,1070.67681393912,019000,00
2021,11,017965,004,11,02,1,150106,8,1,02,4,3,1,3,8,3,2, ,2, ,1,1,2, ,2, ,6,2,0,1,0,0,11,0,0,2,0, , , , ,2815,1,100,2165, , , , ,55,55, ,0,750,0,750,0,55,695,2,2,1155.87536621094,1077.56243409134,019000,00
2021,11,017965,004,11,02,2,150106,8,1,02,4,3,1,3,10,2,2, ,2, ,1,2,2, ,2, ,3,1,6,2,1,0,11,0,0,2,0, , , , ,3074,1,35,1732, , , , ,40,40,519,0,1377,0,1377,519,40,818,2,2,1155.87536621094,1077.56243409134,019000,00
2021,11,017965,010,11,01,1,150106,8,1,02,4,3,8,3,3, , , , , , , , , , , ,3,15,0,1,0,0,11,0,0,0,3, , , , , , , , ,1516,2, ,500,250,250, ,0,0,1016,1016,0,250,766,2,2,843.392578125,787.643109476629,019000,00
2021,11,017965,010,11,02,2,150106,8,1,02,4,1, ,3,1, , , , , , , , , , , ,5,3,0,1,0,0,12,0,0,2,0, , , , ,300,1,90,270, , , , ,0,0, ,0,120,0,120,0,0,120,2,2,844.143249511719,788.797158853356,019000,00
2021,11,017965,010,11,03,2,150106,8,1,03,4,3,9,3,1, , , , , , , , , , , ,2,2,0,1,0,0,12,0,0,2,0, , , , ,500,2, ,350, , , , ,0,0, ,0,150,0,150,0,0,150,2,2,1047.74169921875,982.468501034905,019000,00
2021,11,017965,021,11,01,1,150106,8,1,04,4,3,6,4,4, , , , , , , , , , , ,5,0,1,1,0,0,1,0,0,2,0, , , , ,3637,1,39,2500, , , , ,0,0, ,0,1176,0,1176,0,0,1176,2,2,856.705444335938,817.619757620109,019000,00
2021,11,017965,021,11,01,2,150106,8,1,04,4,3,6,4,10,3,2, ,2, ,1,2,2, ,2, ,3,3,0,1,0,0,12,0,0,2,0, , , , ,736,1,250,160, , , , ,53,53, ,0,826,0,826,0,53,773,2,2,856.705444335938,817.619757620109,019000,00
2021,11,017965,021,11,02,1,150106,8,1,04,4,3,6,3,7,2,2, ,2, ,1,1,2, ,2, ,3,1,6,2,1,0,4,0,0,2,0, , , , ,7188,1,160,4000, , , , ,2000,2000,240,0,3348,0,3348,240,2000,1108,2,2,944.673217773438,872.734949899184,019000,00
2021,12,017966,012,11,02,2,150125,8,1,02,4,3,8,4,10,1,1,2,2, ,1,2,2, ,2, ,5,1,0,2,0,1,12,0,0,0,3, , , , , , , , ,260,2, ,91,26,26,0,0,0,169,169,0,26,143,2,2,1104.96520996094,995.259640399491,019367,00
2021,12,017966,069,11,02,1,150125,8,1,01,4,3,8,4,3, , , , , , , , , , , ,5,10,0,1,0,0,12,0,0,0,3, , , , , , , , ,1750,2, ,375,300,300, ,0,0,1375,1375,0,300,1075,2,2,1137.84899902344,1035.51049366856,019367,00
2021,12,017966,127,11,01,1,150125,8,1,01,4,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,5,1,0,1,0,0,12,0,0,2,0, , , , ,563,1,43,240, , , , ,0,0, ,0,366,0,366,0,0,366,2,2,1026.99108886719,901.471426423109,019367,00
2021,12,017966,146,11,02,1,150125,8,1,03,4,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,5,2,0,2,0,1,12,0,0,2,0, , , , ,1000,1,16,375, , , , ,10,10,0,0,641,0,641,0,10,631,2,2,1121.40881347656,1031.62636530717,019367,00
2021,07,017967,026,11,01,1,150132,8,1,01,3,3,9,3,2, , , , , , , , , , , ,2,0,11,2,1,0,11,0,0,0,3, , , , , , , , ,3800,2, , ,100,100,1200,0,0,3800,3800,1200,100,2500,2,2,961.534790039063,976.591090445436,021784,02
2021,07,017967,038,11,01,1,150132,8,1,01,3,3,4,3,5, , , , , , , , , , , ,5,0,5,1,0,0,5,0,0,2,0, , , , ,1500,1,15,350, , , , ,15,15, ,0,1165,0,1165,0,15,1150,2,2,961.534790039063,976.591090445436,021784,02
2021,07,017967,050,11,02,1,150132,8,1,00,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1317.7900390625,1336.05926322589,021784,02
2021,07,017969,006,11,01,1,150103,8,1,01,4,3,8,4,2, , , , , , , , , , , ,6,15,0,1,0,0,8,0,0,0,3, , , , , , , , ,1200,2, , ,25,25, ,0,0,1200,1200,0,25,1175,2,2,1308.796875,978.006085299624,023709,00
2021,07,017969,006,11,01,2,150103,8,1,01,4,3,8,4,2, , , , , , , , , , , ,5,4,0,1,0,0,2,0,0,0,3, , , , , , , , ,700,2, , ,200,200, ,0,0,700,700,0,200,500,2,2,1308.796875,978.006085299624,023709,00
2021,07,017969,047,11,01,1,150103,8,1,02,4,3,8,4,3, , , , , , , , , , , ,5,37,0,1,0,0,12,0,0,0,3, , , , , , , , ,2078,2, ,1039,200,200, ,0,0,1039,1039,0,200,839,2,2,964.462707519531,703.961524711448,023709,00
2021,07,017969,047,11,02,1,150103,8,1,02,4,1, ,3,10,1,2, ,2, ,1,2,2, ,2, ,1,8,0,2,0,1,12,0,0,2,3, , , , ,500,1,120,350,350,2, ,100,13,13,0,0,270,250,520,0,13,507,2,2,983.351440429688,746.85197998426,023709,00
2021,07,017969,065,11,01,1,150103,8,1,01,4,3,8,4,3, , , , , , , , , , , ,3,13,0,1,0,0,12,0,0,0,3, , , , , , , , ,1340,2, ,540,95,135, ,0,0,800,800,0,135,665,2,2,997.767639160156,749.663917575981,023709,00
2021,07,017969,144,11,03,1,150103,8,1,03,4,1, ,4,10,1,2, ,2, ,1,2,2, ,2, ,6,3,0,1,0,0,9,0,0,0,3, , , , , , , , ,2500,2, , ,0,0, ,0,0,2500,2500,0,0,2500,2,2,1308.796875,978.006085299624,023709,00
2021,07,017969,164,11,01,1,150103,8,1,01,4,3,6,4,1, , , , , , , , , , , ,1,2,0,1,0,0,12,0,0,2,0, , , , ,866,2, ,346, , , , ,0,0, ,0,520,0,520,0,0,520,2,2,1356.25268554688,1009.18705204621,023709,00
2021,07,017969,164,11,04,1,150103,8,1,01,4,3,6,4,1, , , , , , , , , , , ,5,2,0,1,0,0,12,0,0,2,0, , , , ,779,2, ,433, , , , ,0,0, ,0,346,0,346,0,0,346,2,2,1179.216796875,866.92721104027,023709,00
2021,04,017970,093,11,02,1,150137,8,1,01,3,3,7,4,2, , , , , , , , , , , ,1,0,9,2,1,0,9,0,0,0,3, , , , , , , , ,1008,2, , ,0,0,300,1008,0,0,1008,300,0,708,2,2,576.712768554688,560.305024809168,024279,00
2021,04,017970,140,11,01,1,150137,8,1,02,3,1, ,3,7,2,2, ,2, ,1,3,2, ,2, ,5,20,0,2,0,1,10,0,0,2,0, , , , ,5000,2, ,3750, , , , ,217,237,0,0,1250,0,1250,0,237,1013,2,2,725.584289550781,720.289628021522,024279,00
2021,04,017970,190,11,01,2,150137,8,1,00,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,956.177490234375,940.263666770231,024279,00
2021,04,017970,214,11,01,1,150137,8,1,01,3,1, ,3,9,1,2, ,2, ,1,2,2, ,2, ,5,20,0,3,0,2,10,0,0,2,0, , , , ,1200,1,625,500, , , , ,60,80,0,0,1325,0,1325,0,80,1245,2,2,620.835266113281,603.011150824744,024279,00
2021,04,017970,214,11,03,1,150137,8,1,02,3,3,3,4,2, , , , , , , , , , , ,3,5,0,1,0,0,4,0,0,0,3, , , , , , , , ,200,2, , ,0,0, ,0,0,200,200,0,0,200,2,2,922.970092773438,901.555156917055,024279,00
2021,06,017971,006,12,01,1,150142,8,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1262.10693359375,1062.61275358113,028737,00
2021,06,017971,006,12,02,1,150142,8,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1127.79638671875,960.412919275159,028737,00
2021,06,017971,050,11,01,1,150142,8,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,964.981994628906,804.037261108196,028737,00
2021,06,017971,080,11,01,1,150142,8,1,01,1,3,7,4,3, , , , , , , , , , , ,2,0,5,1,0,0,5,0,0,0,3, , , , , , , , ,1516,2, ,625,100,100, ,0,0,891,891,0,100,791,2,2,1434.59875488281,1202.10702258843,028737,00
2021,06,017971,080,11,02,1,150142,8,1,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1296.25280761719,1081.3267031309,028737,00
2021,06,017971,095,11,01,1,150142,8,1,01,1,3,7,4,5, , , , , , , , , , , ,5,5,0,1,0,0,6,0,0,2,0, , , , ,3000,2, ,2000, , , , ,30,80, ,0,1000,0,1000,0,80,920,2,2,1127.79638671875,960.412919275159,028737,00
2021,06,017972,049,11,01,1,150119,8,1,01,3,3,7,3,1, , , , , , , , , , , ,5,0,1,1,0,0,1,0,0,2,0, , , , ,1500,1,35,1000, , , , ,10,10, ,0,535,0,535,0,10,525,2,2,2041.37170410156,1962.00397841112,029753,00
2021,06,017972,067,11,02,1,150119,8,1,02,3,3,8,4,1, , , , , , , , , , , ,5,1,2,1,0,0,12,0,0,2,0, , , , ,1299,1,130,520, , , , ,50,50, ,0,909,0,909,0,50,859,2,2,2114.81787109375,2046.24313976205,029753,00
2021,07,017974,011,11,02,1,150132,8,1,02,4,3,8,4,8,2,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,12,0,1,0,0,500,2, , , , , , , , , , ,0,0, ,500,0,0,500,0,0,500,2,2,1317.7900390625,1336.05926322589,049724,00
2021,07,017974,020,11,01,1,150132,8,1,02,4,3,8,4,3, , , , , , , , , , , ,5,2,3,1,0,0,12,0,0,0,3, , , , , , , , ,3750,2, ,875,0,0, ,0,0,2875,2875,0,0,2875,2,2,1224.19653320313,1224.14752339944,049724,00
2021,07,017974,020,11,03,1,150132,8,1,03,4,3,8,4,3, , , , , , , , , , , ,5,0,6,1,0,0,6,0,0,0,3, , , , , , , , ,3750,2, ,1500,0,0, ,0,0,2250,2250,0,0,2250,2,2,1194.1298828125,1207.78730156469,049724,00
2021,07,017974,027,11,01,1,150132,8,1,01,4,3,8,4,2, , , , , , , , , , , ,5,0,6,1,0,0,5,0,0,0,3, , , , , , , , ,800,2, , ,50,50, ,800,0,0,800,0,50,750,2,2,1299.96069335938,1327.52184924748,049724,00
2021,07,017974,062,11,01,1,150132,8,1,01,4,3,8,4,3, , , , , , , , , , , ,5,3,5,1,0,0,12,0,0,0,3, , , , , , , , ,3000,2, ,1400,0,0, ,0,0,1600,1600,0,0,1600,2,2,1299.54541015625,1324.65574725263,049724,00
2021,11,017975,015,11,01,1,150118,8,1,01,2,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,3,35,0,1,0,0,5,0,1,0,0,433,2, ,217, , , , , , , , ,10,10, ,216,0,0,216,0,10,206,2,2,1031.63171386719,1121.78863054461,023216,00
2021,11,017975,108,11,01,1,150118,8,1,02,2,3,8,4,2, , , , , , , , , , , ,2,6,0,1,0,0,12,0,0,2,0, , , , ,1299,2, , , , , , ,0,0, ,0,0,1299,1299,0,0,1299,2,2,1240.34643554688,1245.72314575487,023216,00
2021,11,017975,155,11,01,1,150118,8,1,01,2,3,8,4,3, , , , , , , , , , , ,3,18,0,2,1,0,8,0,0,0,3, , , , , , , , ,3724,2, ,901,800,800,720,0,0,2823,2823,720,800,1303,2,2,974.219665527344,993.80352616937,023216,00
2021,10,017976,044,11,01,1,150115,8,1,01,3,3,2,4,6,3,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,4,0,0,2,0, , , , ,875,2, ,400, , , , ,70,70, ,0,475,0,475,0,70,405,2,2,1215.13928222656,1276.06166662986,025944,02
2021,10,017976,057,11,01,1,150115,8,1,01,3,3,8,4,3, , , , , , , , , , , ,5,1,0,1,0,0,12,0,0,0,3, , , , , , , , ,866,2, , ,0,0, ,0,0,866,866,0,0,866,2,2,1428.84704589844,1520.16120174538,025944,02
2021,09,017977,018,11,03,1,150119,8,1,03,1,3,6,4,10,1,2, ,2, ,1,2,2, ,1,2,5,1,6,1,0,0,12,0,0,0,3, , , , , , , , ,400,2, , ,30,30, ,0,0,400,400,0,30,370,2,2,1171.25561523438,1176.7460669844,029813,01
2021,09,018021,037,11,02,1,150106,8,1,00,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,961.534790039063,976.591090445436,018990,02
2021,11,018122,049,11,02,1,150121,8,1,02,3,3,6,4,1, , , , , , , , , , , ,5,6,0,1,0,0,6,0,0,0,3, , , , , , , , ,650,1,65,260,72,72, ,0,0,455,455,0,72,383,2,2,487.993927001953,502.630519445055,025268,02
2021,11,018123,151,11,01,1,150113,8,1,00,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,444.009368896484,590.732332107472,025668,00
2021,11,018123,187,11,01,1,150113,8,1,00,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,444.009368896484,590.732332107472,025668,00
2021,04,018124,003,11,01,2,150130,8,1,00,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,236.669174194336,258.382166895684,026273,00
2021,04,018124,104,11,02,1,150130,8,1,00,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,364.268157958984,429.516537115103,026273,00
2021,03,018125,005,11,02,1,150131,8,1,02,4,1, ,3,2, , , , , , , , , , , ,3,3,0,1,0,0,9,0,0,0,3, , , , , , , , ,800,2, ,0,50,50,0,0,0,800,800,0,50,750,2,2,448.917327880859,601.959281456507,026530,01
2021,03,018126,007,11,01,1,150141,8,1,01,3,1, ,2,10,1,1,2,1,2,1,2,2, ,1,2,3,15,3,1,0,0,11,0,0,2,0, , , , ,2800,1,150,1000, , , , ,65,65, ,0,1950,0,1950,0,65,1885,2,2,232.074264526367,404.923027434149,026744,00
2021,03,018126,069,11,03,1,150141,8,1,03,3,1, ,2,10,1,2, ,1,2,1,2,2, ,1,2,3,1,0,1,0,0,12,0,0,0,3, , , , , , , , ,5000,2, , ,260,260, ,0,0,5000,5000,0,260,4740,2,2,311.743560791016,544.569391813587,026744,00
2021,03,018126,112,11,01,1,150141,8,1,01,3,3,7,3,10,2,2, ,2, ,1,2,2, ,2, ,5,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,1000,2, , ,10,10, ,0,0,1000,1000,0,10,990,2,2,270.989288330078,482.968085487815,026744,00
2021,03,018126,112,11,03,1,150141,8,1,03,3,1, ,2,10,2,2, ,2, ,1,2,2, ,1,2,2,5,0,1,0,0,4,0,0,0,3, , , , , , , , ,1500,2, , ,200,200, ,0,0,1500,1500,0,200,1300,2,2,379.651977539063,677.450341785155,026744,00
2021,06,018127,006,11,01,1,150140,8,1,02,1,1, ,4,10,1,2, ,2, ,1,2,2, ,1,2,5,0,4,1,0,0,4,0,0,0,3, , , , , , , , ,2500,2, , ,150,150, ,0,0,2500,2500,0,150,2350,2,2,311.711761474609,341.062057665481,026917,00
2021,06,018127,010,11,01,1,150140,8,1,01,1,3,6,4,10,1,2, ,2, ,1,2,2, ,1,2,5,0,5,1,0,0,5,0,0,2,0, , , , ,2000,2, ,1300, , , , ,70,70, ,0,700,0,700,0,70,630,2,2,389.883575439453,431.757161951359,026917,00
2021,06,018127,020,11,01,2,150140,8,1,01,1,1, ,4,10,1,2, ,2, ,1,2,1,2,1,2,2,56,0,1,0,0,10,0,0,0,3, , , , , , , , ,2000,2, , ,120,120, ,0,0,2000,2000,0,120,1880,2,2,194.849365234375,213.165734275455,026917,00
2021,06,018127,192,11,01,1,150140,8,1,01,1,1, ,4,10,1,2, ,2, ,1,2,2, ,1,2,2,10,0,1,0,0,12,0,0,2,0, , , , ,5000,2, , , , , , ,0,0, ,0,5000,0,5000,0,0,5000,2,2,229.649887084961,247.97155696818,026917,00
2021,08,018128,162,11,02,1,150140,8,1,01,1,1, ,4,1, , , , , , , , , , , ,5,4,0,2,0,1,12,0,0,2,0, , , , ,2800,1,280,1380, , , , ,0,0,0,0,1700,0,1700,0,0,1700,2,2,280.498748779297,302.957746873801,027194,00
2021,10,018129,009,11,01,1,150108,8,1,01,2,3,8,4,2, , , , , , , , , , , ,5,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,440,1,20,200,10,10, ,0,0,260,260,0,10,250,2,2,497.067077636719,512.301097971556,027809,01
2021,10,018130,017,11,02,1,150106,8,1,02,3,3,8,4,10,1,2, ,2, ,2, ,2, ,1,2,5,0,1,1,0,0,1,0,0,2,0, , , , ,200,2, ,50, , , , ,5,5,0,0,150,0,150,0,5,145,2,2,604.946228027344,666.808676366407,046909,00
2021,10,018130,055,11,01,1,150106,8,1,01,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,0,1,1,0,0,1,0,1,0,0,736,2, ,217, , , , , , , , ,12,12,0,0,0,519,519,0,12,507,2,2,747.771362304688,824.309136141912,046909,00
