AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,ACTIVIDA,UBIGEO,DOMINIO,ESTRATO,CODINFOR,PERIODO,E24A,E24B,E24C,E24D,E24E1,E24E2,E24F,E24G,E24H,E24I,TIPOCUESTIONARIO,FACTORA07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2021,08,009521,053,11,01,1,240101,1,3,01,3,1,2,38,6,10,0,56,0,2,1,2,121.405731201172,113.370610537786,000184,00
2021,06,009522,067,11,02,1,240101,1,3,02,1,1,1,38,4,0,2,2,0,2,1,2,115.65128326416,99.0013287536034,000185,00
2021,10,009523,012,11,01,1,240101,1,3,01,2,1,1,24,6,8,0,24,0,2,1,2,111.544631958008,95.3471631332186,000171,00
2021,10,009523,085,11,01,1,240101,1,3,01,2,1,2,14,4,0,3,5,0,2,1,2,111.544631958008,95.3471631332186,000171,00
2021,06,009541,115,11,02,1,240102,1,5,02,2,1,1,18,4,1,0,7,0,2,1,2,155.520309448242,130.184741412318,000219,00
2021,07,009542,020,11,01,1,240102,1,5,01,1,1,1,30,4,15,0,36,1299,2,1,2,145.293273925781,129.275349893838,000221,00
2021,07,009542,020,11,01,1,240102,1,5,01,1,2,1,25,4,5,0,36,1299,2,1,2,145.293273925781,129.275349893838,000221,00
2021,01,009546,068,11,01,1,240102,1,5,01,3,1,1,14,4,5,0,20,0,2,1,2,130.278686523438,95.6842588643163,000237,00
2021,04,009548,054,11,01,1,240105,1,5,01,1,1,1,21,4,2,0,25,0,2,2,2,108.055221557617,95.9050489522197,000247,00
2021,04,009548,107,11,02,1,240105,1,5,02,1,1,2,15,4,0,1,2,0,2,1,2,96.5276794433594,82.1208247400838,000247,00
2021,05,009560,092,11,02,1,240301,1,5,02,2,1,1,47,3,7,0,15,0,2,1,2,90.8808059692383,82.0368020903084,000290,00
2021,05,009560,092,11,02,1,240301,1,5,02,2,2,2,15,4,0,1,14,0,2,1,2,90.8808059692383,82.0368020903084,000290,00
2021,02,009562,019,11,05,1,240301,1,5,05,4,1,1,59,5,8,0,14,0,2,1,2,79.8049240112305,66.2193532541808,000298,00
2021,01,009563,040,11,02,1,240301,1,5,02,2,1,2,31,4,1,0,7,0,2,2,2,122.695495605469,97.7502153558438,000302,00
2021,01,009563,040,11,03,1,240301,1,5,03,2,1,2,62,4,6,0,7,0,2,2,2,179.727355957031,138.215442446708,000302,00
2021,01,009569,014,11,02,1,240302,1,5,02,2,1,2,38,3,2,0,25,520,2,1,2,120.192779541016,88.0508617241283,000322,00
2021,01,009569,014,11,02,1,240302,1,5,02,2,2,1,44,3,2,0,30,0,2,1,2,120.192779541016,88.0508617241283,000322,00
2021,01,009569,014,11,02,1,240302,1,5,02,2,3,1,23,6,0,8,20,0,2,1,2,120.192779541016,88.0508617241283,000322,00
2021,11,009571,038,11,02,1,240302,1,5,02,3,1,2,56,4,0,6,60,0,2,1,2,195.391708374023,179.267587108974,000326,00
2021,11,009571,047,12,04,1,240302,1,5,04,3,1,2,47,4,0,1,28,0,2,1,2,128.085525512695,115.798571864903,000326,00
2021,08,009578,008,11,01,1,240304,1,5,01,2,1,2,23,5,0,5,15,0,2,1,2,97.4083633422852,86.1580442103894,000345,00
2021,08,009578,008,11,01,1,240304,1,5,01,2,2,1,18,4,0,5,15,0,2,1,2,97.4083633422852,86.1580442103894,000345,00
2021,08,009578,082,11,02,1,240304,1,5,02,2,1,2,24,6,0,6,14,0,2,1,2,114.366523742676,97.810546330932,000345,00
2021,05,009584,036,11,02,1,240202,1,7,02,4,1,1,56,3,0,1,14,0,2,1,2,10.5368509292603,11.0233752811362,000023,00
2021,11,009586,031,11,02,1,240203,1,7,02,4,1,1,41,4,0,9,12,0,2,1,2,20.1619682312012,17.9711337221101,000031,00
2021,11,009586,399,11,01,1,240203,1,7,01,4,1,2,13,4,0,2,10,0,2,1,2,14.5008888244629,12.942830714582,000031,00
2021,04,009587,033,11,01,1,240203,1,7,01,3,1,2,63,4,0,7,32,0,2,1,2,12.1898078918457,12.5443195507994,000032,00
2021,02,009590,007,11,02,1,240105,1,8,02,4,1,2,67,3,20,1,1,16,2,2,2,6.19972991943359,5.24778690343093,000254,00
2021,12,009598,091,11,01,1,240302,1,7,01,3,1,1,15,4,4,0,20,0,2,1,2,12.0007352828979,12.942830714582,000341,00
2021,12,009598,091,11,01,1,240302,1,7,01,3,2,2,18,5,0,1,22,200,2,1,2,12.0007352828979,12.942830714582,000341,00
2021,12,009598,092,11,02,1,240302,1,7,02,3,1,1,46,3,1,0,14,0,2,1,2,12.0007352828979,12.942830714582,000341,00
2021,12,009598,092,11,02,1,240302,1,7,02,3,2,2,17,4,1,0,20,0,2,1,2,12.0007352828979,12.942830714582,000341,00
2021,07,009601,241,11,01,2,240303,1,8,01,3,1,1,14,4,1,0,14,0,2,1,2,12.9551630020142,14.006493410496,000355,00
2021,08,009606,012,11,08,1,250105,7,2,08,4,1,1,24,4,4,0,30,0,2,1,2,161.321533203125,129.200369669205,015229,00
2021,08,009606,056,11,02,1,250105,7,2,02,4,1,1,30,4,0,1,30,390,2,2,2,332.996734619141,264.31667840919,015229,00
2021,08,009606,056,11,02,1,250105,7,2,02,4,2,2,15,4,0,1,10,0,2,2,2,332.996734619141,264.31667840919,015229,00
2021,02,009607,044,11,01,2,250105,7,2,01,1,1,2,60,4,0,3,20,0,2,1,2,314.385711669922,228.240790676439,015237,00
2021,05,009615,066,11,02,1,250105,7,2,02,1,1,1,16,4,3,6,24,0,2,1,2,280.675689697266,221.435793996051,015268,00
2021,05,009615,066,11,02,1,250105,7,2,02,1,2,1,15,4,1,6,24,0,2,1,2,280.675689697266,221.435793996051,015268,00
2021,05,009615,124,11,01,1,250105,7,2,01,1,1,1,20,4,0,9,48,780,2,2,2,303.280883789063,255.527058208838,015268,00
2021,05,009615,124,11,02,1,250105,7,2,02,1,1,1,35,4,4,0,48,930,2,2,2,174.914672851563,146.460141650111,015268,00
2021,05,009615,124,11,02,1,250105,7,2,02,1,2,2,25,4,1,6,48,720,2,2,2,174.914672851563,146.460141650111,015268,00
2021,05,009615,124,11,02,1,250105,7,2,02,1,3,2,20,4,0,3,48,720,2,2,2,174.914672851563,146.460141650111,015268,00
2021,10,009616,008,11,01,1,250105,7,2,01,4,1,1,31,4,0,2,40,0,2,1,2,206.79426574707,177.721079343602,015277,00
2021,10,009616,083,11,01,1,250105,7,2,01,4,1,1,62,4,0,2,5,0,2,1,2,205.748794555664,170.271790098317,015277,00
2021,10,009616,083,11,01,1,250105,7,2,01,4,2,1,21,6,0,1,3,0,2,1,2,205.748794555664,170.271790098317,015277,00
2021,10,009616,129,11,02,2,250105,7,2,02,4,1,1,13,4,1,0,10,0,2,1,2,250.071441650391,198.511202420309,015277,00
2021,04,009618,075,11,01,1,250105,7,2,03,1,1,1,23,5,1,0,3,300,2,2,2,361.055419921875,299.626527845174,015287,00
2021,04,009618,075,11,03,1,250105,7,2,03,1,1,1,16,4,0,1,3,50,2,2,2,202.592559814453,169.404909967764,015287,00
2021,04,009618,091,11,01,1,250105,7,2,01,1,1,1,16,4,0,1,3,0,2,1,2,280.675689697266,221.435793996051,015287,00
2021,04,009618,120,11,05,1,250105,7,2,05,1,1,1,26,4,0,6,24,0,2,1,2,298.3037109375,241.826131842236,015287,00
2021,11,009620,045,11,01,1,250105,7,2,02,4,1,1,26,4,0,1,48,1560,2,2,2,251.440948486328,203.540659003015,015294,00
2021,11,009620,045,11,01,1,250105,7,2,02,4,2,1,25,3,0,1,36,1560,2,2,2,251.440948486328,203.540659003015,015294,00
2021,07,009625,103,11,01,1,250105,7,2,01,3,1,1,11,3,0,6,36,0,2,1,2,258.863525390625,195.340425865702,015315,00
2021,04,009628,049,11,02,1,250101,7,2,02,4,1,1,23,4,0,1,35,0,2,1,2,421.450164794922,340.769274952272,015334,00
2021,04,009628,049,11,02,1,250101,7,2,02,4,2,1,15,4,0,1,35,0,2,1,2,421.450164794922,340.769274952272,015334,00
2021,04,009628,115,11,03,1,250101,7,2,03,4,1,1,17,4,0,1,25,0,2,1,2,236.480773925781,192.666479694681,015334,00
2021,09,009636,068,11,01,1,250101,7,2,01,3,1,2,23,4,0,5,30,0,2,1,2,30.1745357513428,32.625716014489,015372,00
2021,09,009636,096,11,01,2,250101,7,2,01,3,1,2,59,6,0,4,5,500,2,2,2,17.7858772277832,19.1022411280459,015372,00
2021,09,009639,019,12,01,1,250101,7,2,01,4,1,1,40,4,0,1,30,600,2,2,2,29.904634475708,28.7406173970607,015387,00
2021,09,009639,019,12,01,1,250101,7,2,01,4,2,2,32,4,1,0,3,600,2,1,2,29.904634475708,28.7406173970607,015387,00
2021,01,009655,127,11,01,1,250101,7,2,01,2,1,1,12,3,0,5,7,0,2,1,2,39.1084976196289,35.3816483968649,015451,00
2021,07,009657,067,11,01,1,250101,7,2,01,2,1,1,69,4,1,0,35,0,2,1,2,181.206237792969,150.077221895527,015462,00
2021,07,009657,067,11,01,2,250101,7,2,01,2,1,1,69,4,0,1,10,0,2,1,2,181.206237792969,150.077221895527,015462,00
2021,12,009658,029,11,02,1,250101,7,2,02,4,1,2,23,6,0,3,30,0,2,1,2,277.216033935547,212.830995029442,015468,00
2021,12,009658,029,11,02,1,250101,7,2,02,4,2,2,13,4,0,6,10,0,2,1,2,277.216033935547,212.830995029442,015468,00
2021,12,009658,029,11,02,2,250101,7,2,02,4,1,2,23,6,1,6,30,0,2,1,2,277.216033935547,212.830995029442,015468,00
2021,12,009658,029,11,02,2,250101,7,2,02,4,2,2,13,4,0,3,30,0,2,1,2,277.216033935547,212.830995029442,015468,00
2021,12,009658,096,11,02,1,250101,7,2,02,4,1,2,11,3,0,3,3,0,2,1,2,225.663391113281,180.520458543241,015468,00
2021,01,009659,058,11,01,1,250101,7,2,01,2,1,2,44,4,0,7,14,0,2,1,2,313.158996582031,218.552238231798,015473,00
2021,01,009659,058,11,01,1,250101,7,2,01,2,2,2,19,6,0,3,14,0,2,1,2,313.158996582031,218.552238231798,015473,00
2021,01,009659,058,11,01,1,250101,7,2,01,2,3,1,15,4,0,7,40,0,2,1,2,313.158996582031,218.552238231798,015473,00
2021,01,009659,058,11,02,1,250101,7,2,02,2,1,2,19,5,0,3,24,0,2,1,2,379.035705566406,270.789793457499,015473,00
2021,01,009659,112,11,02,1,250101,7,2,02,2,1,1,12,4,0,4,14,0,2,1,2,198.567047119141,139.497262592956,015473,00
2021,03,009663,114,11,01,1,250101,7,2,01,1,1,1,34,4,1,0,48,0,2,1,2,185.222045898438,130.084875891787,015494,00
2021,03,009663,114,11,01,1,250101,7,2,01,1,2,1,13,3,0,6,24,0,2,1,2,185.222045898438,130.084875891787,015494,00
2021,10,009667,002,11,01,1,250107,7,2,01,3,1,1,60,3,0,1,40,760,2,2,2,261.462005615234,197.754126676405,015517,00
2021,10,009667,002,11,01,1,250107,7,2,01,3,2,1,30,3,0,1,40,760,2,2,2,261.462005615234,197.754126676405,015517,00
2021,10,009667,034,11,01,1,250107,7,2,01,3,1,2,30,6,1,0,24,0,2,1,2,205.748794555664,170.271790098317,015517,00
2021,10,009667,034,11,01,1,250107,7,2,01,3,2,1,8,3,1,0,12,0,2,1,2,205.748794555664,170.271790098317,015517,00
2021,10,009667,081,11,02,1,250107,7,2,02,3,1,1,60,4,3,6,12,0,2,1,2,205.748794555664,170.271790098317,015517,00
2021,10,009667,098,11,02,1,250107,7,2,02,3,1,1,59,4,0,6,20,0,2,1,2,276.428497314453,212.830995029442,015517,00
2021,10,009667,128,11,02,1,250107,7,2,02,3,1,1,72,4,1,0,7,0,2,1,2,210.308441162109,177.144481602974,015517,00
2021,02,009681,041,11,01,1,250107,7,2,01,1,1,1,13,4,1,0,21,0,2,1,2,241.943481445313,166.819468602857,015574,00
2021,02,009681,041,11,01,1,250107,7,2,01,1,2,1,9,3,0,3,21,0,2,1,2,241.943481445313,166.819468602857,015574,00
2021,02,009681,082,11,01,1,250107,7,2,01,1,1,2,15,4,0,3,15,0,2,1,2,268.876251220703,183.4447661318,015574,00
2021,03,009682,019,11,02,1,250107,7,2,02,3,1,1,24,5,0,1,48,240,2,2,2,268.151397705078,180.988067154667,015579,00
2021,03,009682,019,11,02,1,250107,7,2,02,3,2,1,32,4,0,2,48,280,2,1,2,268.151397705078,180.988067154667,015579,00
2021,03,009682,019,11,02,1,250107,7,2,02,3,3,2,24,4,0,6,36,0,2,1,2,268.151397705078,180.988067154667,015579,00
2021,03,009682,050,11,02,1,250107,7,2,02,3,1,2,22,4,0,11,20,0,2,1,2,382.331665039063,266.126191395754,015579,00
2021,05,009689,167,11,01,1,250107,7,2,01,4,1,1,15,4,0,11,30,0,2,1,2,263.905792236328,206.537049356796,015606,00
2021,05,009689,167,11,01,1,250107,7,2,01,4,2,2,12,3,0,11,30,0,2,1,2,263.905792236328,206.537049356796,015606,00
2021,05,009694,014,11,01,1,250301,7,5,01,2,1,2,47,4,0,1,40,500,2,2,2,18.0570278167725,17.3127658556768,015125,00
2021,05,009694,014,11,01,1,250301,7,5,01,2,2,2,25,6,0,5,20,0,2,1,2,18.0570278167725,17.3127658556768,015125,00
2021,05,009694,051,11,01,1,250301,7,5,01,2,1,2,20,6,0,10,20,0,2,1,2,17.1390800476074,18.5992235464696,015125,00
2021,05,009694,065,11,01,1,250301,7,5,01,2,1,2,18,4,0,3,20,0,2,1,2,16.3353176116943,16.147920403963,015125,00
2021,01,009695,009,11,01,1,250301,7,5,01,3,1,1,64,3,0,6,20,0,2,1,2,154.595260620117,108.256473291442,015128,00
2021,01,009695,072,11,01,1,250301,7,5,01,3,1,1,41,4,0,4,20,0,2,1,2,127.841125488281,96.9187483865578,015128,00
2021,11,009699,004,11,01,2,250301,7,5,01,2,1,1,10,3,0,1,5,0,2,1,2,93.137565612793,74.1731282144526,015135,00
2021,11,009699,033,11,01,1,250301,7,5,01,2,1,1,19,5,0,1,30,0,2,1,2,130.723739624023,98.8715728329989,015135,00
2021,11,009699,043,11,02,1,250301,7,5,02,2,1,1,30,4,0,1,30,150,2,2,2,138.206573486328,106.409588410798,015135,00
2021,11,009699,043,11,02,1,250301,7,5,02,2,2,1,31,6,0,2,10,0,2,1,2,138.206573486328,106.409588410798,015135,00
2021,11,009699,051,11,01,1,250301,7,5,01,2,1,1,18,4,1,0,24,0,2,1,2,177.786102294922,143.983657427715,015135,00
2021,01,009735,053,11,02,1,250302,7,7,02,4,1,1,36,3,1,0,7,0,2,1,2,45.4807014465332,39.451250232995,015181,00
2021,01,009735,053,11,02,1,250302,7,7,02,4,2,2,13,4,0,6,28,0,2,1,2,45.4807014465332,39.451250232995,015181,00
2021,01,009735,117,11,02,1,250302,7,7,02,4,1,2,9,3,0,5,15,0,2,1,2,49.8147048950195,42.502416858284,015181,00
2021,05,009736,072,11,02,1,250302,7,7,02,3,1,1,15,4,0,1,24,0,2,1,2,63.8844985961914,65.3611955440242,015184,00
2021,09,009737,081,11,01,2,250302,7,7,01,2,1,1,16,4,0,1,24,0,2,1,2,45.7174949645996,47.898042301212,015192,00
2021,06,009747,238,11,02,1,250105,7,7,02,2,1,1,15,3,0,6,20,0,2,1,2,56.8955955505371,61.8800352466417,015654,00
2021,02,009750,130,11,02,1,250101,7,7,02,4,1,1,73,3,0,3,14,0,2,1,2,47.7459144592285,40.6680461028913,015669,00
2021,07,009751,038,11,02,1,250107,7,7,02,2,1,2,19,4,0,3,49,0,2,1,2,65.277214050293,67.8344206257821,015678,00
2021,07,009751,038,11,02,1,250107,7,7,02,2,2,2,14,4,0,3,35,0,2,1,2,65.277214050293,67.8344206257821,015678,00
2021,07,009751,038,11,02,1,250107,7,7,02,2,3,2,9,3,0,3,14,0,2,1,2,65.277214050293,67.8344206257821,015678,00
2021,06,009755,041,11,01,1,250103,7,6,01,4,1,1,22,4,0,2,24,30,2,2,2,126.03825378418,136.249381207555,015701,00
2021,06,009755,041,11,01,1,250103,7,6,01,4,2,2,25,4,0,1,24,30,2,2,2,126.03825378418,136.249381207555,015701,00
2021,06,009755,108,11,02,1,250103,7,6,02,4,1,2,14,4,0,3,18,0,2,1,2,81.2377319335938,87.6360731585204,015701,00
2021,07,009813,057,11,01,1,170204,7,5,01,2,1,2,25,3,2,0,54,800,2,2,2,164.703170776367,120.690727944893,038899,00
2021,07,009813,057,11,01,1,170204,7,5,01,2,2,2,40,6,4,0,18,0,2,1,2,164.703170776367,120.690727944893,038899,00
2021,07,009813,082,11,01,1,170204,7,5,01,2,1,2,11,3,2,0,20,0,2,1,2,89.8854675292969,54.9683899636825,038899,00
2021,07,009813,109,11,01,1,170204,7,5,01,2,1,2,57,3,40,0,60,0,2,1,2,146.429977416992,84.083862081003,038899,00
2021,07,009815,041,11,01,1,090114,5,7,01,2,1,2,50,3,0,3,21,360,2,2,2,30.1745567321777,31.2013629136488,033282,00
2021,06,009818,114,11,02,1,030201,6,4,02,3,1,2,41,3,0,5,42,500,1,2,2,502.294494628906,339.339173277669,036254,00
2021,06,009818,114,11,02,1,030201,6,4,02,3,2,1,17,4,5,0,40,779,1,2,2,502.294494628906,339.339173277669,036254,00
2021,06,009818,114,11,02,1,030201,6,4,02,3,3,1,13,4,1,0,18,0,2,1,2,502.294494628906,339.339173277669,036254,00
2021,04,009820,038,11,01,1,070106,8,1,01,2,1,1,32,3,10,0,10,2400,2,2,2,203.95263671875,226.487908251859,017311,00
2021,04,009820,038,11,01,1,070106,8,1,01,2,2,1,18,4,1,0,10,1200,2,1,2,203.95263671875,226.487908251859,017311,00
2021,04,009820,095,11,01,1,070106,8,1,01,2,1,1,55,3,0,1,18,1200,2,2,2,252.899078369141,276.456397395523,017311,00
2021,04,009820,095,11,01,1,070106,8,1,01,2,2,1,35,4,0,1,18,1200,2,2,2,252.899078369141,276.456397395523,017311,00
2021,04,009820,095,11,01,1,070106,8,1,01,2,3,1,60,3,0,1,30,400,2,2,2,252.899078369141,276.456397395523,017311,00
2021,04,009820,095,11,01,1,070106,8,1,01,2,4,1,45,3,0,1,30,1080,2,2,2,252.899078369141,276.456397395523,017311,00
2021,01,009827,111,11,01,1,230101,3,2,01,1,1,2,80,3,0,1,4,0,2,1,2,55.6263961791992,59.9248854141049,044508,00
2021,02,009828,133,11,03,1,240101,1,3,03,1,1,1,24,4,0,5,16,320,2,2,2,147.838912963867,109.97925195906,000098,00
2021,06,009830,017,11,01,1,170101,7,7,01,2,1,1,37,4,0,1,20,0,2,1,2,93.9540786743164,98.1391194350412,039044,00
2021,06,009830,017,11,01,1,170101,7,7,01,2,2,1,18,6,0,1,10,0,2,1,2,93.9540786743164,98.1391194350412,039044,00
2021,06,009830,017,11,02,1,170101,7,7,02,2,1,1,14,4,0,5,10,0,2,1,2,24.8582019805908,25.8413450847958,039044,00
2021,06,009830,017,11,02,1,170101,7,7,02,2,2,2,10,3,0,5,25,0,2,1,2,24.8582019805908,25.8413450847958,039044,00
2021,06,009830,085,11,02,1,170101,7,7,02,2,1,1,48,3,0,1,20,0,2,1,2,19.1072273254395,20.3237703179735,039044,00
2021,06,009830,086,11,02,1,170101,7,7,02,2,1,1,13,3,1,0,20,0,2,1,2,24.8582019805908,25.8413450847958,039044,00
2021,06,009830,094,11,02,1,170101,7,7,02,2,1,1,54,3,0,1,10,0,2,1,2,19.1072273254395,20.3237703179735,039044,00
2021,10,009843,033,11,02,1,240301,1,5,02,2,1,1,17,6,9,0,4,0,2,1,2,110.603561401367,93.3553956635153,000277,00
2021,10,009843,033,11,02,2,240301,1,5,02,2,1,2,8,3,3,0,18,0,2,1,2,110.603561401367,93.3553956635153,000277,00
2021,10,009843,066,11,02,1,240301,1,5,02,2,1,1,46,4,0,1,7,0,2,1,2,110.603561401367,93.3553956635153,000277,00
2021,08,009850,120,11,02,1,030209,6,7,02,4,1,1,9,3,2,0,24,0,2,1,2,58.2380523681641,61.0881278842175,036330,00
2021,09,009864,047,11,01,1,230301,3,6,01,1,1,1,17,6,1,11,12,0,2,1,2,28.6944980621338,30.5505181266182,044173,00
2021,03,009867,043,11,02,1,230110,3,2,02,1,1,1,49,4,0,6,40,0,2,1,2,232.12255859375,239.691989202497,044636,00
2021,03,009867,043,11,02,1,230110,3,2,02,1,2,2,17,4,0,6,3,0,2,1,2,232.12255859375,239.691989202497,044636,00
2021,07,009876,030,11,02,1,230104,3,2,02,2,1,2,17,5,0,3,45,0,2,1,2,17.5464096069336,22.6478827349501,044298,00
2021,10,009887,092,11,01,1,230110,3,8,01,2,1,1,50,3,0,3,48,2160,2,2,2,39.2413749694824,37.9251098216017,044768,00
2021,10,009887,092,11,01,1,230110,3,8,01,2,2,1,35,3,0,3,48,2160,2,2,2,39.2413749694824,37.9251098216017,044768,00
2021,10,009887,092,11,01,1,230110,3,8,01,2,3,1,30,3,0,3,48,2160,2,2,2,39.2413749694824,37.9251098216017,044768,00
2021,12,009888,126,11,01,1,230101,3,2,01,1,1,2,85,1,15,0,78,0,2,2,2,69.100830078125,61.120908719871,044420,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,1,1,35,4,0,1,28,1900,2,2,2,363.727996826172,303.988833080721,044715,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,2,1,40,3,0,1,48,1900,2,2,2,363.727996826172,303.988833080721,044715,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,3,1,45,4,0,1,48,1900,2,2,2,363.727996826172,303.988833080721,044715,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,4,1,36,4,0,1,40,1732,2,2,2,363.727996826172,303.988833080721,044715,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,5,1,30,4,0,1,40,1732,2,2,2,363.727996826172,303.988833080721,044715,00
2021,11,009891,044,11,01,1,230110,3,2,01,2,6,1,49,4,0,1,48,1900,2,2,2,363.727996826172,303.988833080721,044715,00
2021,03,009895,017,11,02,1,230102,3,2,02,4,1,1,62,3,0,7,30,0,2,1,2,217.462646484375,209.773760132033,044238,00
2021,03,009895,060,11,01,1,230102,3,2,01,4,1,2,12,4,0,4,2,0,2,1,2,217.462646484375,209.773760132033,044238,00
2021,07,009896,032,11,02,1,130103,1,1,02,3,1,2,13,4,1,0,4,0,2,1,2,482.09130859375,473.926280184962,011091,00
2021,07,009896,032,11,02,1,130103,1,1,02,3,2,1,17,4,0,1,1,152,2,2,2,482.09130859375,473.926280184962,011091,00
2021,07,009896,091,11,02,1,130103,1,1,02,3,1,1,54,5,0,8,20,0,2,1,2,482.09130859375,473.926280184962,011091,00
2021,07,009896,118,11,01,1,130103,1,1,02,3,1,2,47,4,1,4,26,0,2,1,2,549.511901855469,541.761189198784,011091,00
2021,06,009898,076,11,02,1,020112,5,7,02,1,1,1,38,4,0,1,4,0,2,1,2,179.219650268555,184.554626447664,013405,00
2021,06,009898,076,11,02,1,020112,5,7,02,1,2,2,18,4,0,1,14,0,2,1,2,179.219650268555,184.554626447664,013405,00
2021,06,009898,076,11,02,1,020112,5,7,02,1,3,1,22,4,0,1,4,0,2,1,2,179.219650268555,184.554626447664,013405,00
2021,10,009899,143,11,01,1,150108,8,1,01,1,1,1,60,4,1,6,48,1560,2,1,2,1318.99377441406,961.898895675955,027529,00
2021,10,009899,169,11,01,1,150108,8,1,01,1,1,2,22,6,1,0,25,400,2,2,2,1575.44836425781,1189.51331363015,027529,00
2021,10,009899,169,11,01,1,150108,8,1,01,1,2,2,21,6,0,3,16,260,2,2,2,1575.44836425781,1189.51331363015,027529,00
2021,02,009901,074,11,02,1,180106,6,5,02,3,1,1,73,3,10,0,12,0,1,2,2,56.5736274719238,50.6968770533091,043973,00
2021,03,009902,108,15,01,1,200115,1,2,01,1,1,1,28,4,0,1,22,250,2,1,2,86.1305389404297,77.3353755106605,001311,00
2021,06,009905,014,11,01,1,240105,1,8,01,3,1,2,37,3,0,1,48,240,2,1,2,17.3033580780029,17.8366849788189,000255,00
2021,12,009907,101,11,01,1,250301,7,5,01,3,1,2,15,4,2,0,21,0,2,1,2,91.943489074707,73.1570579649396,015139,00
2021,12,009907,101,11,01,1,250301,7,5,01,3,2,1,11,3,2,0,21,0,2,1,2,91.943489074707,73.1570579649396,015139,00
2021,05,009911,041,11,02,1,230109,3,8,01,4,1,1,61,3,1,0,8,0,1,2,2,13.0717630386353,12.884579650667,044737,00
2021,11,009923,006,11,02,1,230108,3,2,02,1,1,1,53,4,0,3,20,0,2,1,2,18.7127437591553,26.230352928541,044361,00
2021,11,009923,034,11,01,1,230108,3,2,01,1,1,2,24,6,10,0,35,0,2,1,2,18.7127437591553,26.230352928541,044361,00
2021,11,009923,052,11,01,1,230108,3,2,01,1,1,2,28,6,1,2,52,0,2,1,2,22.5272769927979,32.4381551249333,044361,00
2021,12,009933,071,11,01,2,050112,5,6,01,3,1,1,45,3,0,1,48,1000,2,2,2,98.2347793579102,94.0142720354132,035454,00
2021,12,009933,071,11,01,2,050112,5,6,01,3,2,1,36,4,0,1,48,1200,2,1,2,98.2347793579102,94.0142720354132,035454,00
2021,12,009933,071,11,01,2,050112,5,6,01,3,3,1,48,3,0,1,48,900,1,2,2,98.2347793579102,94.0142720354132,035454,00
2021,12,009933,097,11,02,1,050112,5,6,02,3,1,2,12,3,0,1,1,0,2,1,2,82.6505355834961,83.5434359982705,035454,00
2021,11,009938,025,11,01,1,150106,8,1,01,1,1,1,17,4,10,0,12,0,2,1,2,1185.21728515625,1147.58078329518,018904,00
2021,11,009938,063,11,01,1,150106,8,1,01,1,1,1,14,4,3,0,6,0,2,1,2,1561.88354492188,1498.04810903641,018904,00
2021,11,009938,063,11,01,1,150106,8,1,01,1,2,1,65,4,3,0,15,0,2,1,2,1561.88354492188,1498.04810903641,018904,00
2021,11,009938,102,11,01,1,150106,8,1,01,1,1,1,18,6,8,0,6,0,2,1,2,1253.94763183594,1293.4746101181,018904,00
2021,10,009939,087,11,02,1,160113,7,2,02,1,1,1,45,4,0,1,14,0,2,1,2,485.341461181641,379.727533384719,007815,00
2021,02,009948,006,11,02,1,221002,7,8,02,2,1,1,12,3,3,9,14,0,2,1,2,99.1811752319336,87.0885174931595,009211,00
2021,02,009948,124,11,02,1,221002,7,8,02,2,1,1,61,3,2,0,5,0,2,1,2,95.8698272705078,81.2663457625988,009211,00
2021,02,009948,127,11,02,1,221002,7,8,02,2,1,2,18,4,0,5,12,0,2,1,2,99.1811752319336,87.0885174931595,009211,00
2021,02,009948,128,11,02,1,221002,7,8,02,2,1,2,16,4,0,1,40,0,2,1,2,99.1811752319336,87.0885174931595,009211,00
2021,04,009952,010,11,01,2,230201,6,8,01,3,1,2,46,3,0,4,18,0,2,1,2,67.7022247314453,67.2557645923401,044190,00
2021,04,009952,038,11,01,1,230201,6,8,01,3,1,2,39,5,0,3,28,0,2,1,2,91.5119018554688,97.7751721876746,044190,00
2021,08,009956,072,11,02,1,050401,5,4,02,3,1,1,59,1,0,7,25,0,2,1,2,300.973388671875,251.951762263253,034947,00
2021,03,009958,038,11,01,1,240101,1,3,01,2,1,1,35,6,0,1,48,720,2,2,2,100.661148071289,76.6226840647466,044786,00
2021,03,009958,038,11,01,1,240101,1,3,01,2,2,1,40,4,0,1,48,720,2,2,2,100.661148071289,76.6226840647466,044786,00
2021,12,009959,017,12,01,1,100205,5,8,01,1,1,1,44,3,7,0,54,0,2,1,2,121.729301452637,108.569891975722,014989,00
2021,12,009959,017,22,01,1,100205,5,8,01,1,1,2,55,3,1,0,4,0,2,1,2,245.380844116211,242.275027678565,014989,00
2021,12,009959,019,11,01,1,100205,5,8,01,1,1,1,37,3,1,0,12,200,2,1,2,328.011962890625,333.10125200187,014989,00
2021,12,009959,040,11,01,1,100205,5,8,02,1,1,1,62,4,0,2,40,600,2,1,2,135.610427856445,125.422141431525,014989,00
