"ano","ubigeo","conglome","vivienda","hogar","codperso","dominio","estrato","sexo","p208a","estciv","lengua","ultani","razest","trabsp","catocu","tipcon","otrtra","interh","id_individuo","edad"
"2022","040608","005655","273","11","06","6","7","2","22","6","4","6","2","1","3","7","2","1","040608_005655_273_11_06",22
"2022","040608","005655","275","11","02","6","7","1","19","6","4","9","6","2",NA,NA,NA,"1","040608_005655_275_11_02",19
"2022","050101","005692","007","11","03","5","2","2","20","6","4","7","6","1","3","7","2","1","050101_005692_007_11_03",20
"2022","050101","005692","023","11","02","5","2","2","27","1","4","6",NA,"1","6","7","2","1","050101_005692_023_11_02",27
"2022","050101","005692","080","11","03","5","2","1","27","6","4","9",NA,"1","5","7","2","1","050101_005692_080_11_03",27
"2022","050101","005692","080","11","04","5","2","2","27","5","4","9",NA,"1","3","5","2","1","050101_005692_080_11_04",27
"2022","050101","005692","097","11","01","5","2","1","27","1","1","8",NA,"1","4","7","2","1","050101_005692_097_11_01",27
"2022","050101","005692","097","11","02","5","2","2","25","1","1","8",NA,"1","3","7","2","1","050101_005692_097_11_02",25
"2022","050602","005829","067","11","03","5","7","2","18","6","1","6","3","1","5","7","2","0","050602_005829_067_11_03",18
"2022","060401","005893","022","11","02","4","5","1","18","6","4","6","11","2",NA,NA,NA,"0","060401_005893_022_11_02",18
"2022","060401","005893","078","11","03","4","5","1","21","6","4","9","6","2",NA,NA,NA,"1","060401_005893_078_11_03",21
"2022","061004","006011","016","11","03","4","6","1","28","6","4","4",NA,"1","4","7","1","1","061004_006011_016_11_03",28
"2022","061004","006011","016","11","04","4","6","2","20","6","4","6",NA,"1","5","7","1","1","061004_006011_016_11_04",20
"2022","061004","006011","016","11","05","4","6","2","18","6","4","6",NA,"1","5","7","1","1","061004_006011_016_11_05",18
"2022","070106","006032","041","11","05","8","1","2","22","6","4","7","6","2",NA,NA,NA,"1","070106_006032_041_11_05",22
"2022","070106","006032","041","11","10","8","1","2","29","5","4","6",NA,"1","4","1","2","1","070106_006032_041_11_10",29
"2022","070106","006032","057","11","03","8","1","2","21","6","4","9","6","2",NA,NA,NA,"1","070106_006032_057_11_03",21
"2022","070106","006032","057","11","04","8","1","2","19","6","4","9","6","2",NA,NA,NA,"1","070106_006032_057_11_04",19
"2022","070106","006032","087","11","03","8","1","1","27","6","4","6",NA,"1","3","2","2","1","070106_006032_087_11_03",27
"2022","070106","006032","087","11","04","8","1","1","25","6","4","7",NA,"1","4","7","2","1","070106_006032_087_11_04",25
"2022","070102","006092","123","11","02","8","1","2","28","1","4","8",NA,"1","3","7","2","1","070102_006092_123_11_02",28
"2022","070102","006092","123","11","05","8","1","2","24","1","4","10","3","1","6","7","2","1","070102_006092_123_11_05",24
"2022","070102","006092","123","11","06","8","1","1","25","1","4","8",NA,"1","3","7","2","1","070102_006092_123_11_06",25
"2022","070102","006092","232","11","03","8","1","2","27","6","4","9",NA,"1","3","7","2","1","070102_006092_232_11_03",27
"2022","070102","006099","019","11","02","8","1","1","21","6","4","7","2","1","3","5","2","1","070102_006099_019_11_02",21
"2022","070102","006099","049","11","03","8","1","2","22","6","4","9",NA,"1","3","7","2","1","070102_006099_049_11_03",22
"2022","070102","006099","049","11","04","8","1","2","20","6","4","9",NA,"1","3","7","2","1","070102_006099_049_11_04",20
"2022","080105","006193","038","11","02","6","2","2","24","6","4","8","2","1","3","5","2","0","080105_006193_038_11_02",24
"2022","080108","006201","115","11","03","6","2","2","29","6","4","10",NA,"1","3","5","2","1","080108_006201_115_11_03",29
"2022","080108","006201","173","11","02","6","2","2","22","6","4","9","6","2",NA,NA,NA,"1","080108_006201_173_11_02",22
"2022","080108","006201","211","11","03","6","2","1","25","6","4","8",NA,"2",NA,NA,NA,"1","080108_006201_211_11_03",25
"2022","080901","006230","005","11","03","7","4","2","27","6","4","10",NA,"1","3","7","2","1","080901_006230_005_11_03",27
"2022","080901","006230","005","11","04","7","4","2","26","6","4","10",NA,"1","3","7","2","1","080901_006230_005_11_04",26
"2022","080901","006230","005","11","05","7","4","1","19","6","4","9","6","2",NA,NA,NA,"1","080901_006230_005_11_05",19
"2022","080901","006230","045","11","03","7","4","1","23","6","4","9","6","2",NA,NA,NA,"1","080901_006230_045_11_03",23
"2022","080901","006230","082","11","01","7","4","2","27","1","4","10",NA,"2",NA,NA,NA,"1","080901_006230_082_11_01",27
"2022","080901","006230","106","11","01","7","4","1","29","1","4","7",NA,"1","2",NA,"1","1","080901_006230_106_11_01",29
"2022","080901","006230","106","11","02","7","4","2","29","1","4","6",NA,"1","3","2","2","1","080901_006230_106_11_02",29
"2022","090306","006483","027","11","03","5","7","1","18","6","1","9","6","1","4","2","2","0","090306_006483_027_11_03",18
NA,"090306","006483","276","11","04","5","7","2","26","1",NA,NA,NA,NA,NA,NA,NA,NA,"090306_006483_276_11_04",26
NA,"090306","006483","276","11","05","5","7","1","26","1",NA,NA,NA,NA,NA,NA,NA,NA,"090306_006483_276_11_05",26
"2022","100402","006571","071","11","02","5","7","1","19","6","1","6","2","1","4","7","2","0","100402_006571_071_11_02",19
"2022","100402","006571","153","11","01","5","7","1","24","1","1","6","2","1","2",NA,"2","0","100402_006571_153_11_01",24
"2022","100402","006571","153","11","02","5","7","2","20","1","1","6","5","1","5","7","2","0","100402_006571_153_11_02",20
"2022","110201","006769","020","11","02","2","2","2","24","1","4","6","5","2","5","7","2","1","110201_006769_020_11_02",24
"2022","110201","006769","064","11","04","2","2","2","21","6","4","12","11","2","5","7","2","1","110201_006769_064_11_04",21
"2022","110201","006769","064","11","05","2","2","2","20","6","4","8","3","2","5","7","2","1","110201_006769_064_11_05",20
"2022","110201","006769","191","11","08","2","2","1","20","6","4","9","6","2",NA,NA,NA,"1","110201_006769_191_11_08",20
"2022","110503","006807","053","11","03","2","5","1","18","6","4","6","11","2",NA,NA,NA,"0","110503_006807_053_11_03",18
"2022","110503","006807","053","11","04","2","5","2","18","6","4","6","2","1","4","2","2","0","110503_006807_053_11_04",18
"2022","110503","006807","079","11","02","2","5","2","23","6","4","10","2","1","3","2","2","1","110503_006807_079_11_02",23
"2022","120114","006893","072","11","03","5","2","2","22","6","4","10","3","2",NA,NA,NA,"1","120114_006893_072_11_03",22
"2022","120114","006893","072","11","04","5","2","2","19","6","4","9","6","1","3","7","2","1","120114_006893_072_11_04",19
"2022","120114","006893","126","11","02","5","2","1","28","6","4","9",NA,"1","3","2","2","1","120114_006893_126_11_02",28
"2022","120201","006975","065","11","03","5","5","1","19","6","4","9","6","2",NA,NA,NA,"1","120201_006975_065_11_03",19
"2022","120404","007031","060","11","03","5","6","2","19","6","4","6","3","2",NA,NA,NA,"0","120404_007031_060_11_03",19
"2022","120404","007031","117","11","03","5","6","2","18","6","4","7","6","1","5","7","2","1","120404_007031_117_11_03",18
"2022","120404","007031","132","11","02","5","6","2","26","6","4","10",NA,"1","5","7","2","0","120404_007031_132_11_02",26
"2022","130207","007195","026","11","03","1","5","1","20","6","4","6","11","2",NA,NA,NA,"1","130207_007195_026_11_03",20
"2022","130207","007195","105","11","03","1","5","2","27","6","4","6",NA,"2",NA,NA,NA,"0","130207_007195_105_11_03",27
"2022","131103","007243","039","11","03","4","7","1","18","6","4","6","3","1","4","7","2","0","131103_007243_039_11_03",18
"2022","131103","007243","039","11","04","4","7","1","25","1","4","5",NA,"1","4","7","2","0","131103_007243_039_11_04",25
"2022","131103","007243","039","11","05","4","7","2","22","1","4","9","1","2",NA,NA,NA,"0","131103_007243_039_11_05",22
"2022","140101","007322","046","11","03","1","2","1","24","6","4","9","2","1","3","2","2","1","140101_007322_046_11_03",24
"2022","140101","007322","093","11","03","1","2","1","22","6","4","7","1","1","4","7","2","1","140101_007322_093_11_03",22
"2022","140101","007322","093","11","04","1","2","2","18","6","4","6","1","2",NA,NA,NA,"1","140101_007322_093_11_04",18
"2022","140101","007322","154","11","03","1","2","1","19","6","4","9","6","2",NA,NA,NA,"1","140101_007322_154_11_03",19
"2022","140101","007326","120","11","03","1","2","1","26","6","4","9",NA,"1","5","7","2","1","140101_007326_120_11_03",26
"2022","140101","007326","120","11","04","1","2","1","20","6","4","6","3","2",NA,NA,NA,"1","140101_007326_120_11_04",20
"2022","140101","007326","140","11","03","1","2","1","18","6","4","9","6","2",NA,NA,NA,"1","140101_007326_140_11_03",18
"2022","140101","007326","140","11","04","1","2","2","27","6","4","8",NA,"1","3","2","2","1","140101_007326_140_11_04",27
"2022","140101","007326","198","11","02","1","2","2","29","1","4","10",NA,"2",NA,NA,NA,"1","140101_007326_198_11_02",29
"2022","140105","007339","012","12","02","1","2","2","26","6","4","6",NA,"1","2",NA,"2","1","140105_007339_012_12_02",26
"2022","140105","007339","012","12","04","1","2","2","25","5","4","8",NA,"1","3","7","2","1","140105_007339_012_12_04",25
"2022","140105","007339","047","11","04","1","2","1","21","6","4","6","1","2",NA,NA,NA,"1","140105_007339_047_11_04",21
"2022","140105","007339","063","11","04","1","2","1","18","6","4","6","1","1","2",NA,"2","1","140105_007339_063_11_04",18
"2022","140105","007339","063","11","08","1","2","2","27","1","4","6",NA,"2",NA,NA,NA,"1","140105_007339_063_11_08",27
"2022","140105","007339","100","11","06","1","2","2","24","6","4","9","6","1","3","7","2","1","140105_007339_100_11_06",24
"2022","140105","007339","117","11","02","1","2","1","20","6","4","9",NA,"2",NA,NA,NA,"1","140105_007339_117_11_02",20
"2022","140105","007339","117","11","04","1","2","2","21","6","4","9",NA,"2",NA,NA,NA,"1","140105_007339_117_11_04",21
"2022","140112","007410","018","11","02","1","4","1","28","5","4","9",NA,"1","2",NA,"2","0","140112_007410_018_11_02",28
"2022","140112","007410","032","11","01","1","4","2","24","6","4","9",NA,"2","2",NA,"2","1","140112_007410_032_11_01",24
"2022","140112","007410","045","11","01","1","4","1","23","6","4","9","2","1","3","2","2","1","140112_007410_045_11_01",23
"2022","140102","007477","041","11","04","1","7","1","28","6","4","8",NA,"1","4","7","2","1","140102_007477_041_11_04",28
"2022","150106","007492","006","11","03","8","1","2","18","6","4","7",NA,"1","3","7","2","1","150106_007492_006_11_03",18
"2022","150106","007492","134","11","03","8","1","1","20","6","4","9","1","1","4","7","2","1","150106_007492_134_11_03",20
"2022","150135","007521","160","11","02","8","1","2","26","6","4","10",NA,"1","3","1","2","1","150135_007521_160_11_02",26
"2022","150135","007521","229","11","03","8","1","2","22","6","4","9","6","2",NA,NA,NA,"1","150135_007521_229_11_03",22
"2022","150117","007541","005","11","03","8","1","2","22","6","4","7",NA,"1","2",NA,"2","1","150117_007541_005_11_03",22
"2022","150117","007541","005","11","04","8","1","2","19","6","4","7","6","2",NA,NA,NA,"1","150117_007541_005_11_04",19
"2022","150117","007541","062","11","03","8","1","1","25","6","4","10",NA,"1","3","7","2","1","150117_007541_062_11_03",25
"2022","150117","007544","005","11","03","8","1","1","20","6","4","6","3","2",NA,NA,NA,"1","150117_007544_005_11_03",20
"2022","150117","007544","037","11","02","8","1","1","29","6","4","8",NA,"1","3","2","2","1","150117_007544_037_11_02",29
"2022","150117","007544","037","11","03","8","1","1","25","6","4","9",NA,"1","3","5","2","1","150117_007544_037_11_03",25
"2022","150117","007544","106","11","03","8","1","1","28","6","4","9",NA,"1","2",NA,"2","1","150117_007544_106_11_03",28
"2022","150117","007544","106","11","04","8","1","2","27","2","4","6",NA,"1","3","7","2","1","150117_007544_106_11_04",27
"2022","150117","007544","139","11","03","8","1","1","19","6","4","6","1","2",NA,NA,NA,"0","150117_007544_139_11_03",19
"2022","150110","007572","008","11","06","8","1","1","18","6","4","6","1","2",NA,NA,NA,"1","150110_007572_008_11_06",18
"2022","150110","007572","045","11","01","8","1","2","28","6","4","6",NA,"1","3","7","2","1","150110_007572_045_11_01",28
"2022","150110","007572","101","11","03","8","1","1","29","6","4","9",NA,"1","2",NA,"2","1","150110_007572_101_11_03",29
"2022","150110","007572","101","11","04","8","1","2","22","6","4","10",NA,"1","3","5","2","1","150110_007572_101_11_04",22
"2022","150121","007754","118","11","05","8","1","2","26","6","4","8",NA,"1","2",NA,"1","1","150121_007754_118_11_05",26
"2022","150130","007831","054","11","02","8","1","2","26","6","4","9",NA,"1","3","2","2","1","150130_007831_054_11_02",26
"2022","150130","007831","080","11","03","8","1","1","26","6","4","8",NA,"1","3","5","2","1","150130_007831_080_11_03",26
"2022","150130","007831","080","11","04","8","1","1","23","6","4","8","11","2",NA,NA,NA,"1","150130_007831_080_11_04",23
"2022","150131","007837","007","11","02","8","1","2","24","6","4","9",NA,"2",NA,NA,NA,"1","150131_007837_007_11_02",24
"2022","150131","007837","046","11","02","8","1","2","24","6","4","10","3","2",NA,NA,NA,"1","150131_007837_046_11_02",24
"2022","150131","007837","046","11","03","8","1","1","21","6","4","9","3","2",NA,NA,NA,"1","150131_007837_046_11_03",21
"2022","150131","007837","182","11","02","8","1","1","28","6","4","7",NA,"1","3","7","2","1","150131_007837_182_11_02",28
NA,"150142","007937","073","11","03","8","1","1","20","1",NA,NA,NA,NA,NA,NA,NA,NA,"150142_007937_073_11_03",20
"2022","150142","007937","110","11","03","8","1","1","23","6","4","6","2","1","3","2","2","1","150142_007937_110_11_03",23
"2022","150142","007937","110","11","04","8","1","1","18","6","4","6","2","1","3","7","2","1","150142_007937_110_11_04",18
"2022","150142","007937","130","11","04","8","1","1","20","6","4","6","1","2",NA,NA,NA,"0","150142_007937_130_11_04",20
"2022","150601","008052","036","11","03","2","3","2","24","6","4","8","1","1","5","7","2","1","150601_008052_036_11_03",24
"2022","150601","008052","036","11","04","2","3","1","18","6","4","6","2","1","5","7","2","1","150601_008052_036_11_04",18
"2022","150601","008052","089","11","03","2","3","1","18","6","4","6","6","2",NA,NA,NA,"1","150601_008052_089_11_03",18
"2022","150505","008102","010","11","03","2","5","1","20","6","4","7",NA,"1","4","2","2","1","150505_008102_010_11_03",20
"2022","150505","008102","010","11","05","2","5","2","28","5","4","8",NA,"1","2",NA,"2","1","150505_008102_010_11_05",28
"2022","150504","008172","001","11","01","2","7","1","22","5","4","5","2","2","4","1","2","1","150504_008172_001_11_01",22
"2022","150504","008172","178","11","03","2","7","1","24","6","4","4","1","1","5","7","2","0","150504_008172_178_11_03",24
"2022","150504","008172","179","11","02","2","7","1","28","6","4","7",NA,"1","4","7","2","1","150504_008172_179_11_02",28
"2022","150504","008172","179","11","03","2","7","2","21","6","4","6","1","1","4","2","2","1","150504_008172_179_11_03",21
"2022","150504","008172","179","11","04","2","7","2","19","6","4","6",NA,"1","4","7","2","1","150504_008172_179_11_04",19
"2022","160113","008240","057","12","02","7","2","2","28","1","4","5",NA,"2",NA,NA,NA,"0","160113_008240_057_12_02",28
"2022","160113","008240","057","22","02","7","2","2","26","1","4","5",NA,"2",NA,NA,NA,"0","160113_008240_057_22_02",26
"2022","160113","008240","142","11","03","7","2","1","28","1","4","10",NA,"1","3","2","2","1","160113_008240_142_11_03",28
"2022","160113","008240","142","11","04","7","2","2","23","1","4","9","6","2",NA,NA,NA,"1","160113_008240_142_11_04",23
"2022","170102","008418","065","11","03","7","5","1","28","6","4","8",NA,"1","5","7","2","1","170102_008418_065_11_03",28
"2022","170102","008418","065","11","04","7","5","1","23","6","4","9","6","2",NA,NA,NA,"1","170102_008418_065_11_04",23
"2022","170102","008418","065","11","05","7","5","2","19","6","4","6",NA,"2",NA,NA,NA,"1","170102_008418_065_11_05",19
"2022","170101","008455","052","11","03","7","7","1","26","6","4","6",NA,"1","4","7","2","0","170101_008455_052_11_03",26
"2022","170101","008455","052","11","04","7","7","1","19","6","4","5","2","1","4","7","2","0","170101_008455_052_11_04",19
"2022","170101","008455","068","11","01","7","7","1","18","6","4","6","6","1","4","7","2","1","170101_008455_068_11_01",18
"2022","180101","008514","047","11","01","3","3","2","25","6","4","11",NA,"1","3","2","1","1","180101_008514_047_11_01",25
"2022","190113","008620","019","11","02","5","3","2","21","6","4","9","6","2",NA,NA,NA,"1","190113_008620_019_11_02",21
"2022","190113","008620","034","11","05","5","3","2","24","6","4","10","3","2",NA,NA,NA,"1","190113_008620_034_11_05",24
"2022","190113","008620","049","11","02","5","3","2","18","6","4","6","3","1","2",NA,"2","0","190113_008620_049_11_02",18
"2022","190113","008620","109","11","03","5","3","1","27","6","4","9",NA,"1","2",NA,"2","1","190113_008620_109_11_03",27
"2022","190113","008620","109","11","04","5","3","1","24","6","4","10","3","1","3","2","2","1","190113_008620_109_11_04",24
NA,"190113","008620","121","11","04","5","3","1","18","6",NA,NA,NA,NA,NA,NA,NA,NA,"190113_008620_121_11_04",18
"2022","200601","008838","048","11","03","1","2","2","25","6","4","9",NA,"1","3","7","2","1","200601_008838_048_11_03",25
"2022","200601","008838","066","11","04","1","2","2","20","6","4","9","6","1","2",NA,"2","1","200601_008838_066_11_04",20
"2022","200601","008838","117","11","02","1","2","2","21","1","4","6","10","2",NA,NA,NA,"1","200601_008838_117_11_02",21
"2022","200605","008858","012","11","03","1","4","1","23","6","4","9","6","1","3","2","2","0","200605_008858_012_11_03",23
"2022","200605","008858","022","11","04","1","4","2","25","1","4","6",NA,"2",NA,NA,NA,"1","200605_008858_022_11_04",25
"2022","200605","008858","035","11","02","1","4","1","19","6","4","6","2","1","5","7","2","0","200605_008858_035_11_02",19
"2022","200605","008858","083","11","03","1","4","1","20","6","4","6","11","1","4","7","2","0","200605_008858_083_11_03",20
"2022","200605","008858","105","11","04","1","4","2","23","5","4","6","10","2",NA,NA,NA,"1","200605_008858_105_11_04",23
"2022","200110","008862","019","11","03","1","4","1","19","6","4","6","2","2",NA,NA,NA,"0","200110_008862_019_11_03",19
"2022","200110","008862","019","11","07","1","4","2","28","6","4","8",NA,"1","4","2","2","0","200110_008862_019_11_07",28
"2022","200110","008862","052","11","03","1","4","2","24","6","4","9",NA,"2",NA,NA,NA,"0","200110_008862_052_11_03",24
"2022","200110","008862","052","11","04","1","4","1","23","6","4","6","1","1","3","7","2","0","200110_008862_052_11_04",23
"2022","200110","008862","105","11","03","1","4","1","26","6","4","5",NA,"1","2",NA,"2","1","200110_008862_105_11_03",26
"2022","200110","008862","124","11","01","1","4","2","25","5","4","6",NA,"1","2",NA,"1","0","200110_008862_124_11_01",25
"2022","200405","008954","004","11","03","1","8","2","18","6","4","6","3","1","5","7","2","0","200405_008954_004_11_03",18
"2022","200406","008956","019","11","01","1","7","1","27","6","4","6",NA,"1","4","7","1","0","200406_008956_019_11_01",27
"2022","200406","008956","020","11","03","1","7","2","20","6","4","6","1","1","5","7","2","0","200406_008956_020_11_03",20
"2022","211101","009015","099","11","04","6","2","1","25","6","4","10",NA,"1","3","5","2","0","211101_009015_099_11_04",25
"2022","211101","009073","003","11","03","6","8","1","24","6","4","7","2","1","4","7","2","0","211101_009073_003_11_03",24
"2022","211101","009073","186","11","03","6","8","2","20","6","4","6","1","1","5","7","2","0","211101_009073_186_11_03",20
"2022","211101","009073","186","11","04","6","8","2","20","6","4","6","1","1","5","7","2","0","211101_009073_186_11_04",20
"2022","220801","009163","017","11","03","7","5","1","23","6","4","8","2","1","2",NA,"2","1","220801_009163_017_11_03",23
"2022","220801","009163","027","11","03","7","5","1","18","6","4","9","6","1","4","7","2","1","220801_009163_027_11_03",18
"2022","220801","009163","051","11","02","7","5","2","25","6","4","10",NA,"2",NA,NA,NA,"1","220801_009163_051_11_02",25
"2022","220801","009163","124","11","03","7","5","1","22","6","4","8","3","1","4","7","2","1","220801_009163_124_11_03",22
"2022","220910","009221","122","11","02","7","2","2","20","6","4","6","2","1","5","7","1","1","220910_009221_122_11_02",20
"2022","220601","009258","011","11","03","7","4","1","20","6","4","6","11","1","5","7","2","1","220601_009258_011_11_03",20
"2022","220601","009258","068","11","02","7","4","2","19","6","4","9","6","1","3","7","2","1","220601_009258_068_11_02",19
"2022","230102","009323","023","11","02","3","2","1","21","6","4","9","6","2",NA,NA,NA,"0","230102_009323_023_11_02",21
"2022","230104","009331","067","11","01","3","2","1","24","1","4","9","1","1","3","7","2","1","230104_009331_067_11_01",24
"2022","230101","009363","042","11","03","3","2","1","20","6","4","6","1","1","3","7","2","1","230101_009363_042_11_03",20
"2022","230101","009363","103","11","03","3","2","2","25","6","4","8",NA,"1","5","7","2","1","230101_009363_103_11_03",25
"2022","230110","009398","020","11","01","3","2","2","26","1","4","6",NA,"2",NA,NA,NA,"1","230110_009398_020_11_01",26
"2022","230110","009398","020","11","02","3","2","1","25","1","4","6",NA,"1","4","7","2","1","230110_009398_020_11_02",25
"2022","230110","009398","020","11","03","3","2","1","18","6","4","6","2","1","4","7","2","1","230110_009398_020_11_03",18
"2022","230110","009398","060","11","03","3","2","2","22","6","4","9","6","1","3","5","1","1","230110_009398_060_11_03",22
"2022","230110","009398","060","11","04","3","2","1","18","6","4","6","2","1","4","7","2","1","230110_009398_060_11_04",18
"2022","230110","009398","089","11","03","3","2","2","20","6","4","9",NA,"2",NA,NA,NA,"1","230110_009398_089_11_03",20
"2022","230110","009398","102","11","03","3","2","1","18","6","4","12","6","2",NA,NA,NA,"1","230110_009398_102_11_03",18
"2022","230110","009398","102","11","04","3","2","2","29","5","4","9",NA,"2",NA,NA,NA,"1","230110_009398_102_11_04",29
"2022","240101","009496","012","11","02","1","3","2","28","1","4","5",NA,"2",NA,NA,NA,"1","240101_009496_012_11_02",28
"2022","240101","009496","077","11","03","1","3","1","22","6","4","6","3","1","3",NA,"2","1","240101_009496_077_11_03",22
"2022","240102","009546","022","11","01","1","5","2","26","5","4","7",NA,"1","2",NA,"2","1","240102_009546_022_11_01",26
"2022","240102","009546","041","11","02","1","5","2","19","6","4","9","6","2",NA,NA,NA,"1","240102_009546_041_11_02",19
"2022","240302","009569","014","11","03","1","5","1","24","6","4","10","3","1","3","2","2","1","240302_009569_014_11_03",24
"2022","240302","009569","014","11","04","1","5","1","21","6","4","7","6","1","3","7","2","1","240302_009569_014_11_04",21
"2022","240302","009569","029","11","02","1","5","2","25","5","4","4",NA,"2",NA,NA,NA,"1","240302_009569_029_11_02",25
"2022","240202","009583","089","11","03","1","7","1","23","6","4","9","6","1","3","2","2","1","240202_009583_089_11_03",23
"2022","240202","009583","217","11","04","1","7","2","19","6","4","8","3","1","4","7","2","0","240202_009583_217_11_04",19
"2022","240202","009583","218","11","01","1","7","2","29","5","4","6",NA,"1","2",NA,"1","1","240202_009583_218_11_01",29
"2022","250101","009655","038","11","03","7","2","1","21","6","4","8","2","1","3","7","2","1","250101_009655_038_11_03",21
"2022","250101","009655","085","11","01","7","2","1","28","1","4","5",NA,"1","2",NA,"2","1","250101_009655_085_11_01",28
"2022","250101","009659","002","11","03","7","2","2","27","6","4","10",NA,"1","2",NA,"2","1","250101_009659_002_11_03",27
"2022","250101","009659","022","11","03","7","2","1","19","6","4","5","2","1","2",NA,"1","0","250101_009659_022_11_03",19
"2022","250101","009659","058","11","02","7","2","2","20","6","4","9",NA,"1","3","2","2","1","250101_009659_058_11_02",20
"2022","230101","009827","011","11","03","3","2","1","21","6","4","9","6","2",NA,NA,NA,"1","230101_009827_011_11_03",21
"2022","230102","009895","017","11","03","3","2","1","27","6","4","6",NA,"1","4","7","2","0","230102_009895_017_11_03",27
"2022","230102","009895","072","11","03","3","2","2","28","6","4","8",NA,"1","3","7","2","1","230102_009895_072_11_03",28
"2022","230102","009895","087","11","01","3","2","2","29","5","4","10",NA,"1","2",NA,"2","1","230102_009895_087_11_01",29
NA,"081003","009970","037","11","02","6","8","2","19","6",NA,NA,NA,NA,NA,NA,NA,NA,"081003_009970_037_11_02",19
