"ano","ubigeo","conglome","vivienda","hogar","codperso","dominio","estrato","sexo","p208a","estciv","lengua","ultani","razest","trabsp","catocu","tipcon","otrtra","interh","id_individuo","edad"
"2022","160112","018579","054","11","04","7","2","1","23","1","4","5","2","1","2",NA,"2","0","160112_018579_054_11_04",23
"2022","160112","018579","087","11","03","7","2","1","18","6","4","6","9","1","2",NA,"2","0","160112_018579_087_11_03",18
"2022","160112","018579","103","11","08","7","2","2","21","1","4","6","8","2",NA,NA,NA,"1","160112_018579_103_11_08",21
"2022","160112","018579","118","11","03","7","2","1","19","6","4","5","2","1","3","7","1","1","160112_018579_118_11_03",19
"2022","160112","018579","118","11","04","7","2","2","21","5","4","6","3","1","2",NA,"2","1","160112_018579_118_11_04",21
"2022","160112","018579","133","11","03","7","2","1","21","6","4","6","2","1","2",NA,"2","1","160112_018579_133_11_03",21
"2022","160101","018583","007","11","03","7","2","2","18","6","4","6",NA,"2",NA,NA,NA,"1","160101_018583_007_11_03",18
"2022","160101","018583","060","11","03","7","2","1","29","1","4","6",NA,"1","2",NA,"2","1","160101_018583_060_11_03",29
"2022","160113","018629","038","11","03","7","2","1","20","6","4","9","1","1","2",NA,"2","0","160113_018629_038_11_03",20
"2022","160113","018629","077","11","03","7","2","1","21","6","4","6","1","1","2",NA,"1","1","160113_018629_077_11_03",21
"2022","160113","018629","096","11","08","7","2","2","20","6","4","5","2","1","6","7","2","1","160113_018629_096_11_08",20
"2022","160113","018629","154","11","02","7","2","2","20","6","4","6","1","1","5","7","2","1","160113_018629_154_11_02",20
"2022","160113","018629","154","11","03","7","2","1","27","1","4","8",NA,"2",NA,NA,NA,"1","160113_018629_154_11_03",27
"2022","160113","018629","154","11","04","7","2","2","24","1","4","5","10","1","3","2","2","1","160113_018629_154_11_04",24
"2022","160101","018634","013","11","01","7","2","1","28","2","4","9",NA,"1","5","7","2","1","160101_018634_013_11_01",28
"2022","160101","018634","013","11","02","7","2","2","27","2","4","11",NA,"1","2",NA,"1","1","160101_018634_013_11_02",27
"2022","160101","018634","029","11","04","7","2","2","23","6","4","9",NA,"2",NA,NA,NA,"1","160101_018634_029_11_04",23
"2022","160101","018634","060","11","03","7","2","1","23","6","4","7","9","1","4","7","2","0","160101_018634_060_11_03",23
"2022","160108","018647","053","11","03","7","2","1","20","6","4","5","10","2",NA,NA,NA,"0","160108_018647_053_11_03",20
"2022","160108","018647","071","11","01","7","2","2","27","1","4","5",NA,"2",NA,NA,NA,"0","160108_018647_071_11_01",27
"2022","160108","018647","108","11","03","7","2","1","24","6","4","6","1","1","5","7","2","0","160108_018647_108_11_03",24
"2022","160108","018647","108","11","04","7","2","1","19","6","4","7","2","1","2",NA,"2","0","160108_018647_108_11_04",19
"2022","160108","018647","126","11","03","7","2","1","29","6","4","2",NA,"1","4","7","2","0","160108_018647_126_11_03",29
"2022","160206","018660","024","11","01","7","5","1","23","6","4","7","6","2",NA,NA,NA,"0","160206_018660_024_11_01",23
"2022","160206","018660","077","11","01","7","5","1","28","1","4","8",NA,"1","3","6","2","0","160206_018660_077_11_01",28
"2022","160206","018660","095","11","01","7","5","1","26","1","4","8",NA,"2",NA,NA,NA,"1","160206_018660_095_11_01",26
"2022","160206","018660","095","11","02","7","5","2","28","1","4","6",NA,"2",NA,NA,NA,"1","160206_018660_095_11_02",28
"2022","160206","018660","113","11","01","7","5","1","29","1","4","5",NA,"2","2",NA,"2","0","160206_018660_113_11_01",29
"2022","160206","018660","113","11","02","7","5","2","28","1","4","4",NA,"2","2",NA,"2","0","160206_018660_113_11_02",28
"2022","160201","018675","110","11","03","7","3","2","20","6","4","12","1","2",NA,NA,NA,"1","160201_018675_110_11_03",20
"2022","160201","018675","143","11","03","7","3","2","26","6","4","6",NA,"1","4","2","1","0","160201_018675_143_11_03",26
"2022","160404","018721","074","11","03","7","7","1","29","6","4","3",NA,"1","4","7","2","0","160404_018721_074_11_03",29
"2022","160404","018721","074","11","04","7","7","1","24","6","4","3","1","1","2",NA,"2","0","160404_018721_074_11_04",24
"2022","160404","018721","074","11","05","7","7","1","20","6","4","5","1","1","5","7","2","0","160404_018721_074_11_05",20
"2022","160404","018721","074","11","06","7","7","2","18","6","4","5","1","2","5","7","2","0","160404_018721_074_11_06",18
"2022","160404","018721","076","11","07","7","7","1","19","6","4","6","1","1","4","7","2","0","160404_018721_076_11_07",19
"2022","160404","018721","271","11","06","7","7","1","21","1","4","4","2","2",NA,NA,NA,"0","160404_018721_271_11_06",21
"2022","160404","018721","271","11","07","7","7","2","22","1","4","3","1","2",NA,NA,NA,"0","160404_018721_271_11_07",22
"2022","160404","018721","271","11","09","7","7","2","18","1","4","5","5","2",NA,NA,NA,"0","160404_018721_271_11_09",18
"2022","160404","018721","271","11","10","7","7","1","23","1","4","6","2","1","4","7","2","0","160404_018721_271_11_10",23
"2022","160404","018721","272","11","01","7","7","1","25","1","4","4",NA,"1","2",NA,"2","0","160404_018721_272_11_01",25
"2022","160404","018721","276","11","03","7","7","1","26","6","4","5",NA,"2","5","7","2","0","160404_018721_276_11_03",26
"2022","160404","018721","276","11","04","7","7","1","18","6","4","6","3","1","5","7","2","0","160404_018721_276_11_04",18
"2022","160202","018729","007","11","02","7","8","2","29","1","13","1",NA,"1","5","7","2","0","160202_018729_007_11_02",29
"2022","160202","018729","008","11","06","7","8","2","18","6","13","5","6","2",NA,NA,NA,"0","160202_018729_008_11_06",18
"2022","160202","018729","018","11","05","7","8","2","18","6","4","6","3","2",NA,NA,NA,"0","160202_018729_018_11_05",18
"2022","160202","018729","019","11","02","7","8","2","29","1","4","6",NA,"2",NA,NA,NA,"0","160202_018729_019_11_02",29
"2022","160202","018729","020","11","02","7","8","2","28","1","4","4",NA,"1","5","7","2","0","160202_018729_020_11_02",28
"2022","160202","018729","021","11","02","7","8","2","25","1","4","5",NA,"1","5","7","2","0","160202_018729_021_11_02",25
"2022","160303","018736","014","11","03","7","7","1","23","6","3","5","6","1","5","7","2","0","160303_018736_014_11_03",23
"2022","160303","018736","139","11","01","7","7","1","26","2","4","6",NA,"1","2",NA,"1","0","160303_018736_139_11_01",26
"2022","160303","018736","139","11","02","7","7","2","19","2","4","5","10","2","5","7","2","0","160303_018736_139_11_02",19
"2022","160303","018736","140","11","01","7","7","1","24","2","4","6","5","1","2",NA,"1","0","160303_018736_140_11_01",24
"2022","160303","018736","140","11","02","7","7","2","19","2","4","5","10","2","5","7","2","0","160303_018736_140_11_02",19
"2022","160303","018736","141","11","01","7","7","1","28","1","4","6",NA,"1","2",NA,"2","0","160303_018736_141_11_01",28
"2022","160303","018736","141","11","02","7","7","2","24","1","4","4","9","2",NA,NA,NA,"0","160303_018736_141_11_02",24
"2022","160303","018736","142","11","03","7","7","1","28","5","4","5",NA,"2","5","7","2","0","160303_018736_142_11_03",28
"2022","160605","018764","034","11","03","7","8","1","19","6","4","5","9","1","5","7","2","0","160605_018764_034_11_03",19
"2022","160605","018764","035","11","03","7","8","1","25","6","4","4",NA,"1","4","7","2","0","160605_018764_035_11_03",25
"2022","160605","018764","092","11","02","7","8","2","28","1","4","6",NA,"1","5","7","2","1","160605_018764_092_11_02",28
"2022","160704","018776","052","11","01","7","6","1","18","6","4","5","9","1","2",NA,"1","0","160704_018776_052_11_01",18
"2022","160704","018776","146","11","03","7","6","1","28","6","4","7",NA,"1","5","7","2","1","160704_018776_146_11_03",28
"2022","160704","018776","146","11","05","7","6","2","22","5","4","5","5","1","5","7","2","1","160704_018776_146_11_05",22
"2022","170101","018789","035","11","02","7","3","2","27","1","4","6",NA,"1","2",NA,"2","0","170101_018789_035_11_02",27
"2022","170101","018789","075","11","02","7","3","2","26","6","4","6",NA,"1","3","7","2","0","170101_018789_075_11_02",26
"2022","170101","018789","094","11","01","7","3","1","29","1","4","4",NA,"1","4","7","2","0","170101_018789_094_11_01",29
"2022","170101","018789","113","11","02","7","3","2","29","1","4","10",NA,"2","3","2","2","1","170101_018789_113_11_02",29
"2022","170101","018789","113","11","03","7","3","1","28","1","4","10",NA,"1","3","5","1","1","170101_018789_113_11_03",28
"2022","170101","018794","085","11","03","7","3","1","18","6","4","5","9","2",NA,NA,NA,"1","170101_018794_085_11_03",18
"2022","170101","018794","099","11","02","7","3","1","25","6","4","5",NA,"1","4","7","2","0","170101_018794_099_11_02",25
"2022","170101","018794","153","11","04","7","3","2","21","6","4","3","11","2",NA,NA,NA,"1","170101_018794_153_11_04",21
"2022","170101","018800","125","11","02","7","3","2","18","6","4","9","6","1","5","7","2","1","170101_018800_125_11_02",18
"2022","170101","018800","191","11","03","7","3","1","19","6","4","9","6","2","5","7","2","1","170101_018800_191_11_03",19
"2022","170101","018818","003","11","03","7","3","2","27","6","4","10",NA,"1","3","1","2","1","170101_018818_003_11_03",27
"2022","170101","018818","003","11","04","7","3","2","21","6","4","9","6","2",NA,NA,NA,"1","170101_018818_003_11_04",21
"2022","170101","018818","043","11","02","7","3","1","26","6","4","9",NA,"1","4","7","2","0","170101_018818_043_11_02",26
"2022","170204","018852","018","11","01","7","5","1","23","1","1","7","2","1","2",NA,"2","1","170204_018852_018_11_01",23
"2022","170204","018852","018","11","02","7","5","2","25","1","4","8",NA,"2","2",NA,"2","1","170204_018852_018_11_02",25
"2022","170204","018852","018","11","04","7","5","1","21","1","1","5","2","1","2",NA,"2","1","170204_018852_018_11_04",21
"2022","170204","018852","018","11","05","7","5","2","18","1","1","6","5","1","5","7","2","1","170204_018852_018_11_05",18
"2022","170204","018852","084","11","03","7","5","2","18","6","4","9","6","1","5","7","2","1","170204_018852_084_11_03",18
"2022","170302","018860","068","11","01","7","5","2","29","5","4","7",NA,"2",NA,NA,NA,"1","170302_018860_068_11_01",29
"2022","170302","018860","082","11","02","7","5","2","18","6","4","9","6","2",NA,NA,NA,"1","170302_018860_082_11_02",18
"2022","170302","018860","109","11","01","7","5","2","27","5","4","5",NA,"2",NA,NA,NA,"1","170302_018860_109_11_01",27
"2022","170302","018860","118","11","04","7","5","1","23","1","4","5","5","1","4","7","2","0","170302_018860_118_11_04",23
"2022","170302","018860","118","11","07","7","5","1","18","1","4","6","6","1","4","7","2","0","170302_018860_118_11_07",18
"2022","170302","018860","118","11","08","7","5","2","18","1","4","4","6","2",NA,NA,NA,"0","170302_018860_118_11_08",18
"2022","170302","018879","029","11","03","7","8","2","22","6","1","9","6","1","5","7","2","0","170302_018879_029_11_03",22
"2022","180101","018885","083","11","05","3","3","2","28","6","4","6",NA,"2",NA,NA,NA,"1","180101_018885_083_11_05",28
"2022","180101","018895","044","11","02","3","3","2","18","6","4","6","3","2",NA,NA,NA,"1","180101_018895_044_11_02",18
"2022","180101","018907","012","11","02","3","3","2","25","1","4","8",NA,"1","3","7","2","1","180101_018907_012_11_02",25
"2022","180101","018907","048","11","03","3","3","2","24","6","4","9",NA,"1","3","2","2","1","180101_018907_048_11_03",24
"2022","180101","018907","065","11","03","3","3","1","20","6","4","6","10","1","5","7","2","1","180101_018907_065_11_03",20
"2022","180101","018907","082","11","03","3","3","1","26","6","4","7",NA,"2","4","7","2","1","180101_018907_082_11_03",26
"2022","180101","018907","082","11","04","3","3","1","23","6",NA,NA,NA,"9",NA,NA,NA,"1","180101_018907_082_11_04",23
"2022","180101","018907","082","11","05","3","3","2","20","6","4","6","8","1","3","7","1","1","180101_018907_082_11_05",20
"2022","180101","018907","082","11","07","3","3","2","29","2","4","6",NA,"2",NA,NA,NA,"1","180101_018907_082_11_07",29
"2022","180101","018907","082","11","08","3","3","1","29","2","4","7",NA,"2","4","7","2","1","180101_018907_082_11_08",29
"2022","180101","018907","100","11","01","3","3","1","27","1","2","8",NA,"1","4","2","2","1","180101_018907_100_11_01",27
"2022","180101","018907","100","11","02","3","3","2","24","1","2","8","3","1","4","2","1","1","180101_018907_100_11_02",24
"2022","180101","018914","056","11","01","3","3","1","20","6","4","9","6","1","3","7","2","1","180101_018914_056_11_01",20
"2022","180301","018954","011","11","03","3","3","2","25","6","4","9",NA,"1","3","7","2","1","180301_018954_011_11_03",25
"2022","180301","018954","050","11","03","3","3","2","23","6","4","9","6","1","2",NA,"2","1","180301_018954_050_11_03",23
"2022","180301","018954","050","11","04","3","3","2","20","6","4","7",NA,"2",NA,NA,NA,"1","180301_018954_050_11_04",20
"2022","180301","018954","060","11","02","3","3","1","26","6","4","8",NA,"1","1",NA,"2","1","180301_018954_060_11_02",26
"2022","180301","018954","060","11","03","3","3","1","20","6","4","6","1","2",NA,NA,NA,"1","180301_018954_060_11_03",20
"2022","180301","018955","006","11","02","3","3","1","20","6","4","7","2","1","5","7","2","1","180301_018955_006_11_02",20
"2022","180301","018955","006","11","03","3","3","2","18","6","4","6","3","1","5","7","2","1","180301_018955_006_11_03",18
"2022","180301","018955","102","11","02","3","3","2","26","6","4","10",NA,"1","5","7","2","1","180301_018955_102_11_02",26
"2022","180301","018955","140","11","03","3","3","1","19","6","4","8","8","1","3","7","2","1","180301_018955_140_11_03",19
"2022","180301","018983","002","11","03","3","3","2","22","6","4","9","3","1","3","7","2","1","180301_018983_002_11_03",22
"2022","180301","018983","002","11","04","3","3","1","19","6","4","9","2","2",NA,NA,NA,"1","180301_018983_002_11_04",19
"2022","180301","018983","019","11","01","3","3","1","29","6","4","8",NA,"2",NA,NA,NA,"1","180301_018983_019_11_01",29
"2022","180301","018983","086","11","02","3","3","2","28","6","4","10",NA,"2",NA,NA,NA,"1","180301_018983_086_11_02",28
"2022","180302","018989","006","11","02","3","5","2","28","1","4","6",NA,"2",NA,NA,NA,"0","180302_018989_006_11_02",28
"2022","180302","018989","038","11","01","3","5","2","28","1","4","5",NA,"2",NA,NA,NA,"1","180302_018989_038_11_01",28
"2022","180302","018989","049","11","01","3","5","2","27","5","4","6",NA,"1","4","7","2","0","180302_018989_049_11_01",27
"2022","180302","018989","071","11","01","3","5","2","28","1","4","9",NA,"1","6","7","2","1","180302_018989_071_11_01",28
"2022","180302","018989","071","11","02","3","5","1","29","1","2","8",NA,"1","3","2","1","1","180302_018989_071_11_02",29
"2022","180301","018990","002","11","03","3","3","2","21","6","4","9","11","1","5","7","2","1","180301_018990_002_11_03",21
"2022","180101","019013","168","11","02","3","7","2","18","6","2","6","3","2",NA,NA,NA,"0","180101_019013_168_11_02",18
"2022","180211","019038","046","11","03","6","8","1","27","6","4","5",NA,"1","4","5","2","0","180211_019038_046_11_03",27
"2022","180211","019038","052","11","03","6","8","2","19","6","1","7","1","2","5","7","2","0","180211_019038_052_11_03",19
"2022","180204","019039","026","11","02","6","6","1","20","6","1","6","11","2",NA,NA,NA,"1","180204_019039_026_11_02",20
"2022","190101","019051","010","11","02","5","3","1","21","6","4","9",NA,"2","5","7","2","1","190101_019051_010_11_02",21
"2022","190101","019051","039","11","03","5","3","1","24","6","4","7","6","1","4","2","1","1","190101_019051_039_11_03",24
"2022","190101","019051","061","11","03","5","3","1","19","6","4","9","6","2","5","7","2","1","190101_019051_061_11_03",19
NA,"190111","019100","067","11","04","5","5","1","27","6",NA,NA,NA,NA,NA,NA,NA,NA,"190111_019100_067_11_04",27
"2022","190111","019100","108","11","03","5","5","1","25","6","4","10",NA,"2",NA,NA,NA,"1","190111_019100_108_11_03",25
"2022","190111","019100","108","11","04","5","5","1","18","6","4","9","6","2",NA,NA,NA,"1","190111_019100_108_11_04",18
"2022","190107","019106","005","11","03","5","5","1","21","6","4","6","1","1","4","7","1","0","190107_019106_005_11_03",21
NA,"190107","019106","005","11","05","5","5","2","27","1",NA,NA,NA,NA,NA,NA,NA,NA,"190107_019106_005_11_05",27
NA,"190107","019106","005","11","07","5","5","2","22","1",NA,NA,NA,NA,NA,NA,NA,NA,"190107_019106_005_11_07",22
"2022","190107","019106","060","11","01","5","5","1","24","1","4","6","2","2","2",NA,"1","0","190107_019106_060_11_01",24
"2022","190107","019106","060","11","02","5","5","2","22","1","4","4","10","2",NA,NA,NA,"0","190107_019106_060_11_02",22
"2022","190107","019106","093","11","03","5","5","2","18","1","4","6","3","2","5","7","1","1","190107_019106_093_11_03",18
"2022","190107","019106","093","11","04","5","5","1","21","1","4","6","9","1","4","7","1","1","190107_019106_093_11_04",21
"2022","190107","019106","116","11","05","5","5","1","29","6","8","1",NA,"2",NA,NA,NA,"0","190107_019106_116_11_05",29
"2022","190103","019110","033","11","03","5","5","1","26","6","4","9",NA,"2","4","2","2","1","190103_019110_033_11_03",26
"2022","190103","019110","062","11","01","5","5","1","29","6","4","10",NA,"1","3","5","2","1","190103_019110_062_11_01",29
"2022","190301","019114","015","11","01","7","5","2","26","5","4","4",NA,"1","3","7","2","0","190301_019114_015_11_01",26
"2022","190301","019114","179","11","01","7","5","1","29","6","4","6",NA,"1","2",NA,"2","1","190301_019114_179_11_01",29
"2022","190204","019137","042","11","01","5","8","1","22","1","1","6","5","1","2",NA,"1","0","190204_019137_042_11_01",22
"2022","190204","019137","042","11","02","5","8","2","19","1","4","6","5","2","5","7","2","0","190204_019137_042_11_02",19
"2022","190204","019137","108","11","02","5","8","2","25","1","1","6",NA,"2","5","7","2","0","190204_019137_108_11_02",25
"2022","190104","019156","178","11","03","5","7","2","19","6","4","6","3","1","3","7","2","1","190104_019156_178_11_03",19
"2022","190104","019156","179","11","03","5","7","2","26","6","4","6",NA,"2",NA,NA,NA,"1","190104_019156_179_11_03",26
"2022","190104","019156","179","11","04","5","7","2","23","6","4","6","3","2","6","7","2","1","190104_019156_179_11_04",23
"2022","190104","019156","179","11","05","5","7","2","19","6","4","9","6","2","5","7","2","1","190104_019156_179_11_05",19
"2022","190104","019156","180","11","03","5","7","2","18","6","4","6","3","2",NA,NA,NA,"1","190104_019156_180_11_03",18
NA,"190104","019156","180","11","04","5","7","1","29","6",NA,NA,NA,NA,NA,NA,NA,NA,"190104_019156_180_11_04",29
"2022","190104","019156","181","11","02","5","7","1","20","6","4","6","3","1","2",NA,"2","1","190104_019156_181_11_02",20
"2022","190308","019165","167","11","01","7","7","1","18","1","4","6","2","2","2",NA,"1","0","190308_019165_167_11_01",18
"2022","190308","019165","167","11","02","7","7","2","19","1","4","6","10","1","4","7","1","0","190308_019165_167_11_02",19
"2022","190308","019165","392","11","02","7","7","2","29","1","4","4",NA,"1","1",NA,"1","0","190308_019165_392_11_02",29
"2022","190308","019165","393","11","03","7","7","1","23","6","4","6","2","1","2",NA,"2","0","190308_019165_393_11_03",23
"2022","190307","019175","010","11","03","7","8","1","24","6","4","6","2","1","4","7","2","0","190307_019175_010_11_03",24
"2022","190307","019175","010","11","04","7","8","1","23","6","4","6","1","2","5","7","2","0","190307_019175_010_11_04",23
"2022","190307","019175","010","11","05","7","8","1","18","6","4","5","5","2","5","7","2","0","190307_019175_010_11_05",18
"2022","190307","019175","056","11","02","7","8","1","29","6","4","6",NA,"2","2",NA,"2","0","190307_019175_056_11_02",29
"2022","190307","019175","056","11","03","7","8","1","26","6","4","8",NA,"1","2",NA,"2","0","190307_019175_056_11_03",26
"2022","190307","019175","059","11","01","7","8","1","21","1","4","3","2","1","4","7","2","0","190307_019175_059_11_01",21
"2022","190307","019175","059","11","02","7","8","2","20","1","4","5","10","2",NA,NA,NA,"0","190307_019175_059_11_02",20
"2022","200101","019187","057","11","03","1","2","2","26","6","4","10",NA,"2",NA,NA,NA,"1","200101_019187_057_11_03",26
NA,"200101","019187","057","11","04","1","2","2","25","6",NA,NA,NA,NA,NA,NA,NA,NA,"200101_019187_057_11_04",25
"2022","200101","019187","088","11","04","1","2","2","27","6","4","10",NA,"2",NA,NA,NA,"0","200101_019187_088_11_04",27
"2022","200101","019187","120","11","03","1","2","1","18","6","4","9","6","2",NA,NA,NA,"1","200101_019187_120_11_03",18
"2022","200101","019187","150","11","02","1","2","2","24","6","4","8","3","1","6","7","2","1","200101_019187_150_11_02",24
"2022","200104","019201","011","11","01","1","2","2","23","5","4","6","1","1","2",NA,"2","0","200104_019201_011_11_01",23
"2022","200104","019201","030","11","03","1","2","2","24","5","4","7","10","1","2",NA,"2","1","200104_019201_030_11_03",24
"2022","200104","019201","105","11","02","1","2","2","18","6","4","6","1","2",NA,NA,NA,"1","200104_019201_105_11_02",18
"2022","200104","019201","105","11","06","1","2","2","19","5","4","6","3","2",NA,NA,NA,"1","200104_019201_105_11_06",19
"2022","200104","019201","124","11","02","1","2","2","21","6","4","8","3","1","3","7","2","0","200104_019201_124_11_02",21
"2022","200115","019214","054","11","03","1","2","2","25","6","4","8",NA,"1","4","2","2","0","200115_019214_054_11_03",25
"2022","200115","019214","054","11","04","1","2","2","28","5","4","8",NA,"2",NA,NA,NA,"0","200115_019214_054_11_04",28
"2022","200104","019220","067","11","05","1","2","1","28","2","4","6",NA,"1","2",NA,"1","1","200104_019220_067_11_05",28
"2022","200104","019220","127","11","03","1","2","2","24","6","4","10","3","1","3","2","2","1","200104_019220_127_11_03",24
"2022","200104","019220","127","11","04","1","2","1","23","6","4","9",NA,"2",NA,NA,NA,"1","200104_019220_127_11_04",23
"2022","200104","019220","127","11","05","1","2","2","20","6","4","7",NA,"2",NA,NA,NA,"1","200104_019220_127_11_05",20
"2022","200104","019239","015","11","01","1","2","2","24","5","4","6","2","1","3","7","2","0","200104_019239_015_11_01",24
"2022","200104","019243","032","11","02","1","2","2","18","6","4","9","6","2",NA,NA,NA,"0","200104_019243_032_11_02",18
"2022","200104","019243","099","11","02","1","2","2","23","6","4","9","1","1","3","7","2","0","200104_019243_099_11_02",23
"2022","200104","019243","122","11","05","1","2","2","18","5","4","5",NA,"2",NA,NA,NA,"1","200104_019243_122_11_05",18
"2022","200601","019250","015","11","02","1","2","2","21","1","4","8","3","2",NA,NA,NA,"0","200601_019250_015_11_02",21
"2022","200601","019250","031","11","03","1","2","1","18","6","4","6","2","1","4","7","2","1","200601_019250_031_11_03",18
NA,"200601","019250","031","11","06","1","2","1","19","6",NA,NA,NA,NA,NA,NA,NA,NA,"200601_019250_031_11_06",19
"2022","200601","019250","071","11","03","1","2","1","21","6","4","6","1","1","5","7","2","0","200601_019250_071_11_03",21
"2022","200601","019250","085","11","03","1","2","1","21","6","4","6","2","1","2",NA,"2","0","200601_019250_085_11_03",21
"2022","200601","019250","085","11","06","1","2","1","25","1","4","8",NA,"1","3","2","2","0","200601_019250_085_11_06",25
"2022","200601","019250","085","11","07","1","2","2","19","1","4","5","1","2",NA,NA,NA,"0","200601_019250_085_11_07",19
"2022","200601","019250","111","11","01","1","2","2","24","5","4","8","1","1","6","7","2","0","200601_019250_111_11_01",24
"2022","200402","019265","014","11","04","1","5","1","29","6","4","6",NA,"1","4","7","2","1","200402_019265_014_11_04",29
"2022","200402","019265","014","11","05","1","5","2","18","6","4","6","1","2",NA,NA,NA,"1","200402_019265_014_11_05",18
"2022","200402","019265","014","11","09","1","5","1","18","6","4","6","3","2",NA,NA,NA,"1","200402_019265_014_11_09",18
"2022","200114","019275","007","11","03","1","4","1","25","1","4","10",NA,"1","4","2","2","1","200114_019275_007_11_03",25
"2022","200114","019275","007","11","04","1","4","2","24","1","4","8","3","1","3","7","2","1","200114_019275_007_11_04",24
"2022","200114","019275","026","11","01","1","4","1","23","1","4","6","1","1","4","2","2","0","200114_019275_026_11_01",23
"2022","200114","019275","026","11","02","1","4","2","23","1","4","6","1","2",NA,NA,NA,"0","200114_019275_026_11_02",23
"2022","200114","019275","044","11","03","1","4","2","26","5","4","10",NA,"1","3","7","2","1","200114_019275_044_11_03",26
"2022","200114","019275","063","11","03","1","4","2","21","6","4","6","1","1","3","2","2","1","200114_019275_063_11_03",21
"2022","200114","019275","063","11","06","1","4","2","24","5","4","6","2","1","3","2","2","1","200114_019275_063_11_06",24
"2022","200606","019285","010","11","01","1","5","1","24","1","4","6","2","1","4","2","1","0","200606_019285_010_11_01",24
"2022","200606","019285","010","11","02","1","5","2","21","1","4","6","10","1","2",NA,"2","0","200606_019285_010_11_02",21
"2022","200606","019285","105","11","02","1","5","1","19","6","4","5","2","1","4","7","2","0","200606_019285_105_11_02",19
"2022","200606","019285","123","11","03","1","5","1","26","6","4","9",NA,"2","2",NA,"1","0","200606_019285_123_11_03",26
"2022","200603","019298","057","11","03","1","4","2","25","6","4","10",NA,"1","3","2","2","1","200603_019298_057_11_03",25
"2022","200603","019298","154","11","01","1","4","1","19","1","4","6","2","1","4","2","2","1","200603_019298_154_11_01",19
"2022","200109","019303","013","11","03","1","4","1","29","5","4","7",NA,"2","1",NA,"2","1","200109_019303_013_11_03",29
"2022","200109","019303","052","11","04","1","4","1","27","6","4","8",NA,"2","5","7","2","0","200109_019303_052_11_04",27
"2022","200109","019303","052","11","05","1","4","2","24","6","4","8","2","1","3","5","2","0","200109_019303_052_11_05",24
"2022","200109","019303","079","11","03","1","4","2","26","2","4","7",NA,"2","2",NA,"2","0","200109_019303_079_11_03",26
"2022","200109","019303","079","11","04","1","4","1","25","2","4","6",NA,"1","3","2","2","0","200109_019303_079_11_04",25
"2022","200605","019345","022","11","02","1","4","1","26","6","4","6",NA,"1","4","1","2","1","200605_019345_022_11_02",26
"2022","200605","019345","022","11","03","1","4","1","22","6","4","8","1","1","4","2","2","1","200605_019345_022_11_03",22
"2022","200605","019345","048","11","03","1","4","1","26","6","4","6",NA,"1","4","7","2","0","200605_019345_048_11_03",26
"2022","200605","019345","073","11","03","1","4","1","19","6","4","6","1","1","4","2","2","1","200605_019345_073_11_03",19
"2022","200605","019345","073","11","06","1","4","1","21","1","4","6","1","1","4","7","2","1","200605_019345_073_11_06",21
"2022","200605","019345","073","11","07","1","4","2","19","1","4","6","1","2",NA,NA,NA,"1","200605_019345_073_11_07",19
"2022","200605","019345","086","11","03","1","4","2","23","6","4","10","3","1","3","2","2","1","200605_019345_086_11_03",23
"2022","200501","019364","009","11","03","1","3","1","27","6","4","10",NA,"1","3","2","2","1","200501_019364_009_11_03",27
"2022","200501","019364","009","11","04","1","3","2","21","6","4","8","1","1","3","2","2","1","200501_019364_009_11_04",21
"2022","200501","019364","068","11","03","1","3","1","23","6","4","9",NA,"2",NA,NA,NA,"1","200501_019364_068_11_03",23
"2022","200501","019364","068","11","04","1","3","2","19","6","4","8","2","1","4","7","1","1","200501_019364_068_11_04",19
"2022","200501","019364","088","11","02","1","3","2","22","1","4","5","10","2",NA,NA,NA,"0","200501_019364_088_11_02",22
"2022","200501","019364","107","11","03","1","3","1","25","6","4","8",NA,"1","4","7","2","0","200501_019364_107_11_03",25
"2022","200501","019364","127","11","03","1","3","1","20","6","4","7","6","2",NA,NA,NA,"1","200501_019364_127_11_03",20
"2022","200107","019384","002","11","03","1","5","1","22","6","4","6","2","1","4","2","2","1","200107_019384_002_11_03",22
"2022","200107","019384","002","11","05","1","5","2","26","1","4","6",NA,"1","4","2","2","1","200107_019384_002_11_05",26
"2022","200107","019384","002","11","06","1","5","1","26","1","4","6",NA,"1","4","2","2","1","200107_019384_002_11_06",26
"2022","200107","019384","059","11","03","1","5","1","29","6","4","3",NA,"1","4","7","2","0","200107_019384_059_11_03",29
"2022","200107","019384","059","11","04","1","5","1","27","1","4","6",NA,"1","2",NA,"2","0","200107_019384_059_11_04",27
"2022","200107","019384","059","11","05","1","5","2","25","1","4","4",NA,"2",NA,NA,NA,"0","200107_019384_059_11_05",25
"2022","200107","019384","078","11","03","1","5","2","18","6","4","6","3","2",NA,NA,NA,"0","200107_019384_078_11_03",18
"2022","200107","019384","134","11","03","1","5","1","19","1","4","6","11","1","4","7","2","0","200107_019384_134_11_03",19
"2022","200107","019384","134","11","04","1","5","2","19","1","4","6","10","2",NA,NA,NA,"0","200107_019384_134_11_04",19
"2022","200114","019388","135","11","02","1","7","2","27","2","4","4",NA,"2",NA,NA,NA,"0","200114_019388_135_11_02",27
"2022","200114","019388","437","11","01","1","7","1","27","1","4","6",NA,"2","4","2","2","0","200114_019388_437_11_01",27
