"ano","ubigeo","conglome","vivienda","hogar","codperso","dominio","estrato","sexo","p208a","estciv","lengua","ultani","razest","trabsp","catocu","tipcon","otrtra","interh","id_individuo","edad"
"2023","070102","016207","156","11","02","8","1","Hombre","29","6","4","10",NA,"Sí","3","7","No","Sí","070102_016207_156_11_02",29
"2023","070102","016207","156","11","03","8","1","Hombre","24","6","4","8","3","No",NA,NA,NA,"Sí","070102_016207_156_11_03",24
"2023","070102","016207","176","12","01","8","1","Mujer","26","1","4","6",NA,"No",NA,NA,NA,"Sí","070102_016207_176_12_01",26
"2023","070102","016207","176","12","02","8","1","Hombre","26","1","4","8",NA,"Sí","3","2","No","Sí","070102_016207_176_12_02",26
"2023","070102","016207","176","22","02","8","1","Mujer","25","1","4","6",NA,"No",NA,NA,NA,"Sí","070102_016207_176_22_02",25
"2023","070101","016208","039","11","07","8","1","Hombre","26","5","4","9",NA,"Sí","4","7","No","Sí","070101_016208_039_11_07",26
"2023","070101","016208","130","11","01","8","1","Mujer","27","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016208_130_11_01",27
"2023","070101","016208","130","11","02","8","1","Hombre","24","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016208_130_11_02",24
"2023","070101","016208","585","11","03","8","1","Hombre","26","6","4","10",NA,"Sí","3","2","No","Sí","070101_016208_585_11_03",26
"2023","070101","016208","585","11","04","8","1","Mujer","20","6","4","8","3","No",NA,NA,NA,"Sí","070101_016208_585_11_04",20
"2023","070101","016208","857","11","02","8","1","Mujer","21","6","4","9",NA,"Sí","3","2","Sí","Sí","070101_016208_857_11_02",21
"2023","070101","016208","857","11","03","8","1","Hombre","18","6","4","5","6","Sí","4","2","No","Sí","070101_016208_857_11_03",18
"2023","070106","016209","006","11","03","8","1","Hombre","27","6","13","8",NA,"Sí","4","2","No","Sí","070106_016209_006_11_03",27
"2023","070106","016209","006","11","04","8","1","Hombre","20","1","4","6","3","No",NA,NA,NA,"Sí","070106_016209_006_11_04",20
"2023","070106","016209","006","11","05","8","1","Mujer","18","1","4","6","10","No",NA,NA,NA,"Sí","070106_016209_006_11_05",18
"2023","070106","016209","082","11","02","8","1","Mujer","29","1","4","10",NA,"Sí","3","5","No","Sí","070106_016209_082_11_02",29
"2023","070102","016210","168","11","03","8","1","Hombre","25","6","4","9",NA,"Sí","3","2","Sí","Sí","070102_016210_168_11_03",25
"2023","070102","016210","168","11","04","8","1","Hombre","19","6","4","6","2","Sí","3","7","No","Sí","070102_016210_168_11_04",19
"2023","070101","016211","061","11","03","8","1","Mujer","20","6","4","9","6","No",NA,NA,NA,"Sí","070101_016211_061_11_03",20
"2023","070101","016211","061","11","04","8","1","Hombre","18","6","4","9","6","No",NA,NA,NA,"Sí","070101_016211_061_11_04",18
"2023","070101","016212","050","11","04","8","1","Mujer","22","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016212_050_11_04",22
"2023","070101","016212","050","11","05","8","1","Hombre","19","6","4","6","3","No",NA,NA,NA,"Sí","070101_016212_050_11_05",19
"2023","070101","016212","144","11","01","8","1","Hombre","26","6","4","10",NA,"Sí","3","3","No","Sí","070101_016212_144_11_01",26
"2023","070101","016212","181","11","03","8","1","Hombre","26","6","4","9",NA,"Sí","3","2","No","Sí","070101_016212_181_11_03",26
"2023","070106","016213","054","11","04","8","1","Mujer","18","6","4","6","5","Sí","3","7","No","Sí","070106_016213_054_11_04",18
"2023","070106","016213","097","11","02","8","1","Mujer","29","1","4","8",NA,"Sí","3","3","No","Sí","070106_016213_097_11_02",29
"2023","070106","016213","121","11","01","8","1","Mujer","28","2","4","8",NA,"No",NA,NA,NA,"Sí","070106_016213_121_11_01",28
"2023","070106","016213","143","11","02","8","1","Mujer","29","6","4","6",NA,"Sí","2",NA,"No","Sí","070106_016213_143_11_02",29
"2023","070101","016214","020","11","03","8","1","Hombre","18","6","4","7",NA,"No",NA,NA,NA,"Sí","070101_016214_020_11_03",18
"2023","070101","016214","032","11","02","8","1","Hombre","18","6","4","6","3","No",NA,NA,NA,"Sí","070101_016214_032_11_02",18
"2023","070101","016214","032","11","03","8","1","Hombre","18","6","4","6","3","No",NA,NA,NA,"Sí","070101_016214_032_11_03",18
"2023","070101","016214","058","11","04","8","1","Hombre","27","6","4","5",NA,"Sí","4","2","No","Sí","070101_016214_058_11_04",27
"2023","070101","016214","058","11","05","8","1","Hombre","21","6","4","7",NA,"No","5","7","No","Sí","070101_016214_058_11_05",21
"2023","070101","016214","083","11","01","8","1","Hombre","25","1","4","9",NA,"Sí","3","1","No","Sí","070101_016214_083_11_01",25
"2023","070101","016214","083","11","02","8","1","Mujer","26","1","4","6",NA,"Sí","3","2","No","Sí","070101_016214_083_11_02",26
"2023","070101","016215","038","11","03","8","1","Hombre","29","1","4","10",NA,"Sí","2",NA,"No","Sí","070101_016215_038_11_03",29
"2023","070101","016215","038","11","04","8","1","Mujer","22","1","4","7",NA,"Sí","2",NA,"No","Sí","070101_016215_038_11_04",22
"2023","070101","016215","059","11","01","8","1","Hombre","25","5","4","6",NA,"Sí","3","2","No","Sí","070101_016215_059_11_01",25
"2023","070101","016215","079","11","03","8","1","Hombre","26","6","4","6",NA,"Sí","3","7","No","Sí","070101_016215_079_11_03",26
"2023","070101","016215","140","11","01","8","1","Hombre","23","6","4","6","2","No",NA,NA,NA,"Sí","070101_016215_140_11_01",23
"2023","070101","016216","033","11","02","8","1","Mujer","26","6","4","6",NA,NA,NA,NA,NA,"Sí","070101_016216_033_11_02",26
"2023","070101","016216","054","11","02","8","1","Mujer","25","2","4","6",NA,NA,NA,NA,NA,"Sí","070101_016216_054_11_02",25
"2023","070101","016216","076","11","02","8","1","Mujer","23","1","4","6","1","No",NA,NA,NA,"Sí","070101_016216_076_11_02",23
"2023","070101","016216","099","11","03","8","1","Mujer","22","6","4","6","1","Sí","3","2","No","Sí","070101_016216_099_11_03",22
"2023","070101","016216","187","11","01","8","1","Hombre","23","6","4","9","1","Sí","3","2","No","Sí","070101_016216_187_11_01",23
"2023","070101","016216","187","11","02","8","1","Mujer","19","6","4","6","1",NA,NA,NA,NA,"Sí","070101_016216_187_11_02",19
"2023","070101","016216","210","11","02","8","1","Mujer","19","6","4","9",NA,NA,NA,NA,NA,"Sí","070101_016216_210_11_02",19
"2023","070106","016217","008","11","05","8","1","Mujer","22","6","4","9",NA,"No",NA,NA,NA,"Sí","070106_016217_008_11_05",22
"2023","070106","016217","086","11","03","8","1","Hombre","22","6","4","8","3","Sí","4","7","No","Sí","070106_016217_086_11_03",22
"2023","070106","016217","086","11","04","8","1","Hombre","18","6","4","6","2","Sí","2",NA,"No","Sí","070106_016217_086_11_04",18
"2023","070106","016217","102","11","03","8","1","Mujer","29","6","4","8",NA,"Sí","3","1","No","Sí","070106_016217_102_11_03",29
"2023","070106","016218","158","22","01","8","1","Hombre","21","1","4","6","2","Sí","4","7","No","Sí","070106_016218_158_22_01",21
"2023","070106","016218","158","22","02","8","1","Mujer","21","1","4","6","1","No",NA,NA,NA,"Sí","070106_016218_158_22_02",21
"2023","070106","016219","027","11","03","8","1","Mujer","23","6","4","9","11","Sí","3","1","No","Sí","070106_016219_027_11_03",23
"2023","070106","016219","044","11","02","8","1","Mujer","26","1","1","6",NA,"No",NA,NA,NA,"Sí","070106_016219_044_11_02",26
"2023","070106","016220","011","11","01","8","1","Mujer","24","1","4","9","2","Sí","3","2","No","Sí","070106_016220_011_11_01",24
"2023","070106","016220","011","11","02","8","1","Hombre","26","1","4","7",NA,"Sí","4","7","No","Sí","070106_016220_011_11_02",26
"2023","070106","016220","038","11","03","8","1","Mujer","24","6","4","9",NA,"Sí","3","2","No","Sí","070106_016220_038_11_03",24
"2023","070106","016220","038","11","04","8","1","Hombre","22","6","4","8",NA,"No",NA,NA,NA,"Sí","070106_016220_038_11_04",22
"2023","070106","016220","079","11","02","8","1","Hombre","19","6","4","7","2","Sí","3","2","No","Sí","070106_016220_079_11_02",19
"2023","070106","016220","093","11","03","8","1","Mujer","21","6","4","6","1","Sí","4","7","No","Sí","070106_016220_093_11_03",21
"2023","070106","016221","008","11","02","8","1","Hombre","21","6","4","6","2","No",NA,NA,NA,"Sí","070106_016221_008_11_02",21
"2023","070106","016221","024","11","04","8","1","Mujer","27","6","4","10",NA,"Sí","3","5","No","Sí","070106_016221_024_11_04",27
"2023","070106","016221","070","12","03","8","1","Mujer","29","4","4","6",NA,"Sí","2",NA,"No","Sí","070106_016221_070_12_03",29
"2023","070106","016221","117","11","01","8","1","Mujer","29","5","4","10",NA,"Sí","2",NA,"No","Sí","070106_016221_117_11_01",29
"2023","070101","016222","045","11","02","8","1","Mujer","23","6","4","7","1","Sí","3","7","No","Sí","070101_016222_045_11_02",23
"2023","070101","016222","108","11","01","8","1","Mujer","29","2","4","8",NA,"No",NA,NA,NA,"Sí","070101_016222_108_11_01",29
NA,"070101","016222","156","11","02","8","1","Hombre","23","6",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016222_156_11_02",23
NA,"070101","016222","156","11","03","8","1","Hombre","26","6",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016222_156_11_03",26
"2023","070104","016223","032","12","03","8","1","Mujer","23","6","4","8","2","Sí","3","4","No","Sí","070104_016223_032_12_03",23
"2023","070104","016223","047","11","03","8","1","Hombre","25","6","4","8",NA,"Sí","3","2","No","Sí","070104_016223_047_11_03",25
"2023","070104","016223","047","11","04","8","1","Mujer","19","6","4","9",NA,"No",NA,NA,NA,"Sí","070104_016223_047_11_04",19
"2023","070103","016224","062","11","02","8","1","Mujer","25","1","4","6",NA,"Sí","3","2","No","Sí","070103_016224_062_11_02",25
"2023","070103","016224","062","11","03","8","1","Hombre","29","1","4","6",NA,"Sí","3","2","No","Sí","070103_016224_062_11_03",29
"2023","070103","016224","144","11","03","8","1","Hombre","21","6","4","6","2","No",NA,NA,NA,"Sí","070103_016224_144_11_03",21
"2023","070101","016225","050","11","02","8","1","Mujer","22","6","4","6","2","Sí","2",NA,"No","Sí","070101_016225_050_11_02",22
"2023","070101","016225","050","11","03","8","1","Mujer","27","1","4","6",NA,"Sí","3","5","No","Sí","070101_016225_050_11_03",27
"2023","070101","016225","050","11","06","8","1","Hombre","25","1","4","6",NA,"Sí","4","7","No","Sí","070101_016225_050_11_06",25
"2023","070101","016225","050","11","07","8","1","Mujer","19","1","4","6","3","Sí","3","7","Sí","Sí","070101_016225_050_11_07",19
"2023","070101","016225","116","11","01","8","1","Hombre","27","1","8","8",NA,"Sí","3","2","No","Sí","070101_016225_116_11_01",27
"2023","070101","016225","116","11","02","8","1","Mujer","27","1","4","3",NA,"No",NA,NA,NA,"Sí","070101_016225_116_11_02",27
"2023","070101","016225","116","11","05","8","1","Hombre","26","6","4","6",NA,"Sí","3","2","No","Sí","070101_016225_116_11_05",26
"2023","070101","016226","009","11","03","8","1","Mujer","26","6","4","6",NA,"No",NA,NA,NA,"Sí","070101_016226_009_11_03",26
"2023","070101","016226","025","11","03","8","1","Mujer","21","6","4","6","2","Sí","2",NA,"No","Sí","070101_016226_025_11_03",21
"2023","070101","016226","058","11","02","8","1","Mujer","29","1","4","7",NA,"Sí","3","2","No","Sí","070101_016226_058_11_02",29
"2023","070101","016226","075","11","03","8","1","Mujer","21","6","4","6","1","Sí","3","7","No","Sí","070101_016226_075_11_03",21
"2023","070101","016226","075","11","04","8","1","Hombre","20","6","4","6","1","Sí","4","7","No","Sí","070101_016226_075_11_04",20
"2023","070101","016226","108","11","02","8","1","Mujer","23","6","4","6","1","No",NA,NA,NA,"Sí","070101_016226_108_11_02",23
"2023","070101","016226","108","11","03","8","1","Mujer","18","6","4","6","1","No",NA,NA,NA,"Sí","070101_016226_108_11_03",18
"2023","070107","016227","022","11","04","8","1","Hombre","21","6","4","6",NA,"No",NA,NA,NA,"Sí","070107_016227_022_11_04",21
"2023","070107","016227","040","11","01","8","1","Mujer","29","6","4","5",NA,"No",NA,NA,NA,"Sí","070107_016227_040_11_01",29
"2023","070107","016227","057","11","01","8","1","Mujer","22","6","4","7",NA,"Sí","4","7","No","Sí","070107_016227_057_11_01",22
"2023","070103","016228","042","11","05","8","1","Hombre","18","6","4","6","1","No",NA,NA,NA,"Sí","070103_016228_042_11_05",18
"2023","070103","016228","055","11","03","8","1","Hombre","18","6","4","5","9","No",NA,NA,NA,"Sí","070103_016228_055_11_03",18
"2023","070103","016228","055","11","07","8","1","Mujer","25","5","4","6",NA,"Sí","2",NA,"No","Sí","070103_016228_055_11_07",25
NA,"070103","016228","055","11","09","8","1","Mujer","20","5",NA,NA,NA,NA,NA,NA,NA,NA,"070103_016228_055_11_09",20
"2023","070103","016228","082","11","04","8","1","Mujer","18","5","4","5","5","No",NA,NA,NA,"Sí","070103_016228_082_11_04",18
"2023","070101","016229","036","11","02","8","1","Mujer","24","6","4","9",NA,"Sí","3","5","No","Sí","070101_016229_036_11_02",24
"2023","070101","016229","036","11","03","8","1","Hombre","18","6","4","6","1","Sí","3","7","No","Sí","070101_016229_036_11_03",18
"2023","070101","016229","052","11","03","8","1","Hombre","22","6","6","6","3","No",NA,NA,NA,"Sí","070101_016229_052_11_03",22
"2023","070101","016229","052","11","04","8","1","Mujer","19","6","99","99",NA,"No",NA,NA,NA,"Sí","070101_016229_052_11_04",19
"2023","070101","016229","070","11","02","8","1","Mujer","23","1","4","7","5","Sí","5","7","No","Sí","070101_016229_070_11_02",23
"2023","070101","016229","087","11","01","8","1","Hombre","19","6","4","5","2","Sí","4","2","No","Sí","070101_016229_087_11_01",19
"2023","070101","016230","004","11","04","8","1","Mujer","26","6","4","10",NA,"Sí","3","2","No","Sí","070101_016230_004_11_04",26
"2023","070101","016230","070","11","04","8","1","Mujer","21","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016230_070_11_04",21
"2023","070101","016230","104","11","02","8","1","Mujer","29","1","4","8",NA,"Sí","4","1","No","Sí","070101_016230_104_11_02",29
"2023","070106","016231","036","11","02","8","1","Hombre","18","6","4","6","1","Sí","4","7","No","Sí","070106_016231_036_11_02",18
"2023","070106","016231","068","11","01","8","1","Hombre","27","6","4","6",NA,"Sí","2",NA,"No","Sí","070106_016231_068_11_01",27
"2023","070106","016231","085","11","03","8","1","Mujer","28","6","4","9",NA,"No",NA,NA,NA,"Sí","070106_016231_085_11_03",28
"2023","070106","016231","085","11","04","8","1","Hombre","21","6","4","6","3","Sí","3","7","No","Sí","070106_016231_085_11_04",21
"2023","070106","016231","102","12","03","8","1","Mujer","19","6","4","6","1","Sí","3","5","No","Sí","070106_016231_102_12_03",19
"2023","070106","016231","102","22","01","8","1","Mujer","29","5","4","6",NA,"Sí","2",NA,"No","Sí","070106_016231_102_22_01",29
"2023","070106","016232","007","11","02","8","1","Hombre","26","6","4","7",NA,"No",NA,NA,NA,"Sí","070106_016232_007_11_02",26
"2023","070106","016232","050","11","02","8","1","Mujer","21","6","4","6","2","Sí","3","4","No","Sí","070106_016232_050_11_02",21
"2023","070106","016232","065","11","03","8","1","Hombre","19","6","4","6","11","Sí","3","3","No","Sí","070106_016232_065_11_03",19
"2023","070106","016232","094","11","03","8","1","Hombre","21","6","4","6","2","Sí","3","1","No","Sí","070106_016232_094_11_03",21
"2023","070106","016233","004","11","01","8","1","Hombre","20","6","4","7","2","Sí","2",NA,"No","Sí","070106_016233_004_11_01",20
"2023","070106","016233","004","11","02","8","1","Mujer","18","6","4","6","3","Sí","3","7","No","Sí","070106_016233_004_11_02",18
"2023","070106","016233","004","11","03","8","1","Mujer","26","6","4","9",NA,"Sí","3","7","No","Sí","070106_016233_004_11_03",26
"2023","070106","016233","103","11","03","8","1","Hombre","19","6","4","6","2","No",NA,NA,NA,NA,"070106_016233_103_11_03",19
"2023","070106","016234","060","11","02","8","1","Hombre","25","6","4","6",NA,"Sí","1",NA,"No","Sí","070106_016234_060_11_02",25
"2023","070106","016234","060","11","03","8","1","Hombre","19","6","4","6","2","Sí","3","7","No","Sí","070106_016234_060_11_03",19
"2023","070106","016234","077","11","05","8","1","Mujer","20","5","4","9",NA,"Sí","2",NA,"No","Sí","070106_016234_077_11_05",20
"2023","070106","016234","112","11","03","8","1","Mujer","20","6","4","6","11","No",NA,NA,NA,"Sí","070106_016234_112_11_03",20
"2023","070101","016235","005","11","03","8","1","Mujer","22","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016235_005_11_03",22
"2023","070101","016235","005","11","04","8","1","Mujer","21","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016235_005_11_04",21
"2023","070101","016235","005","11","05","8","1","Hombre","18","6","4","9",NA,"Sí","3","2","No","Sí","070101_016235_005_11_05",18
"2023","070101","016235","150","11","02","8","1","Mujer","29","6","10","8",NA,"No",NA,NA,NA,"Sí","070101_016235_150_11_02",29
"2023","070104","016236","009","11","02","8","1","Mujer","21","6","4","9",NA,"Sí","3","5","No","Sí","070104_016236_009_11_02",21
"2023","070104","016236","055","11","03","8","1","Mujer","24","6","4","9",NA,"Sí","3","5","No","Sí","070104_016236_055_11_03",24
"2023","070104","016236","078","11","03","8","1","Mujer","29","6","4","10",NA,"Sí","3","4","No","Sí","070104_016236_078_11_03",29
"2023","070103","016237","049","11","03","8","1","Hombre","21","6","4","7",NA,"No",NA,NA,NA,"Sí","070103_016237_049_11_03",21
"2023","070101","016238","003","11","05","8","1","Hombre","19","6","4","6",NA,"Sí","3","7","No","Sí","070101_016238_003_11_05",19
"2023","070101","016238","051","11","03","8","1","Mujer","25","6","4","10",NA,"Sí","3","1","Sí","Sí","070101_016238_051_11_03",25
NA,"070101","016238","147","11","04","8","1","Mujer","23","6",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016238_147_11_04",23
NA,"070101","016238","147","11","05","8","1","Mujer","19","6",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016238_147_11_05",19
"2023","070101","016239","023","11","03","8","1","Hombre","21","6","4","6","2","Sí","4","5","No","Sí","070101_016239_023_11_03",21
"2023","070101","016239","023","11","04","8","1","Hombre","28","5","4","8",NA,"Sí","2",NA,"No","Sí","070101_016239_023_11_04",28
NA,"070101","016239","023","11","05","8","1","Mujer","24","5",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016239_023_11_05",24
"2023","070101","016239","060","11","03","8","1","Hombre","28","6","4","6",NA,"Sí","4","2","No","Sí","070101_016239_060_11_03",28
"2023","070104","016240","025","11","03","8","1","Hombre","18","6","4","6",NA,"No",NA,NA,NA,"Sí","070104_016240_025_11_03",18
"2023","070104","016240","078","11","02","8","1","Mujer","26","1","4","5",NA,"No",NA,NA,NA,"Sí","070104_016240_078_11_02",26
"2023","070104","016240","091","11","03","8","1","Mujer","20","6","4","6","3","Sí","3","2","No","Sí","070104_016240_091_11_03",20
"2023","070106","016241","022","11","02","8","1","Hombre","29","6","4","9",NA,"Sí","3","2","No","Sí","070106_016241_022_11_02",29
"2023","070106","016241","022","11","03","8","1","Hombre","28","6","4","9",NA,"Sí","3","7","No","Sí","070106_016241_022_11_03",28
"2023","070106","016241","049","11","03","8","1","Mujer","24","6","4","9","1","No",NA,NA,NA,"Sí","070106_016241_049_11_03",24
"2023","070106","016241","063","22","03","8","1","Mujer","25","6","4","10",NA,"Sí","3","5","No","Sí","070106_016241_063_22_03",25
"2023","070106","016241","063","22","04","8","1","Mujer","18","6","4","9",NA,"No",NA,NA,NA,"Sí","070106_016241_063_22_04",18
"2023","070106","016241","091","11","03","8","1","Mujer","21","6","4","9",NA,"Sí","3","2","No","Sí","070106_016241_091_11_03",21
"2023","070101","016242","020","11","01","8","1","Mujer","29","5","4","8",NA,"No",NA,NA,NA,"Sí","070101_016242_020_11_01",29
"2023","070101","016242","055","11","03","8","1","Mujer","25","6","4","7",NA,"Sí","3","4","No","Sí","070101_016242_055_11_03",25
"2023","070101","016242","055","11","05","8","1","Mujer","26","6","4","6",NA,"Sí","3","2","No","Sí","070101_016242_055_11_05",26
NA,"070101","016242","073","11","05","8","1","Mujer","27","1",NA,NA,NA,NA,NA,NA,NA,NA,"070101_016242_073_11_05",27
"2023","070101","016242","090","11","03","8","1","Hombre","21","6","4","9","6","No","5","7","No","Sí","070101_016242_090_11_03",21
"2023","070101","016242","108","11","07","8","1","Hombre","27","5","4","6",NA,"Sí","3","7","No","Sí","070101_016242_108_11_07",27
"2023","070101","016243","001","12","01","8","1","Mujer","27","5","4","6",NA,"Sí","2",NA,"Sí","Sí","070101_016243_001_12_01",27
"2023","070101","016243","052","11","03","8","1","Mujer","20","6","4","9",NA,"No","3","4","No","Sí","070101_016243_052_11_03",20
"2023","070101","016243","153","23","03","8","1","Hombre","28","6","4","6",NA,"Sí","4","7","No","Sí","070101_016243_153_23_03",28
"2023","070101","016243","153","33","03","8","1","Hombre","27","5","4","5",NA,"Sí","4","5","No","Sí","070101_016243_153_33_03",27
"2023","070101","016243","178","11","01","8","1","Hombre","27","6","4","6",NA,"Sí","3","2","No","Sí","070101_016243_178_11_01",27
"2023","070101","016243","178","11","02","8","1","Hombre","18","6","4","6","1","Sí","4","7","No","Sí","070101_016243_178_11_02",18
"2023","070107","016244","008","11","02","8","1","Hombre","21","6","4","7",NA,"No",NA,NA,NA,"Sí","070107_016244_008_11_02",21
"2023","070107","016244","027","11","03","8","1","Hombre","22","6","4","6","1","Sí","2",NA,"No","Sí","070107_016244_027_11_03",22
"2023","070107","016244","064","11","06","8","1","Mujer","25","5","4","6",NA,"Sí","3","7","No","Sí","070107_016244_064_11_06",25
"2023","070107","016244","083","11","03","8","1","Mujer","25","6","4","8",NA,"No","3","7","No","Sí","070107_016244_083_11_03",25
"2023","070107","016244","083","11","04","8","1","Mujer","20","6","4","6","2","No",NA,NA,NA,"Sí","070107_016244_083_11_04",20
"2023","070107","016244","102","11","02","8","1","Hombre","22","6","4","6","1","No","5","7","No","Sí","070107_016244_102_11_02",22
"2023","070107","016244","121","11","01","8","1","Mujer","21","5","4","5","11","No",NA,NA,NA,"Sí","070107_016244_121_11_01",21
"2023","070106","016245","007","11","01","8","1","Hombre","29","1","1","6",NA,"Sí","4","7","No","Sí","070106_016245_007_11_01",29
"2023","070106","016245","007","11","02","8","1","Mujer","26","1","4","8",NA,"No",NA,NA,NA,"Sí","070106_016245_007_11_02",26
"2023","070106","016245","047","11","02","8","1","Hombre","19","6","4","6","1","No","5","7","No","Sí","070106_016245_047_11_02",19
"2023","070106","016245","047","11","04","8","1","Hombre","26","6","4","6",NA,"Sí","4","1","No","Sí","070106_016245_047_11_04",26
"2023","070106","016245","074","11","03","8","1","Hombre","20","6","4","6","2","Sí","4","7","No","Sí","070106_016245_074_11_03",20
"2023","070106","016245","087","11","03","8","1","Mujer","18","6","4","6",NA,"No",NA,NA,NA,"Sí","070106_016245_087_11_03",18
"2023","070106","016246","005","11","04","8","1","Mujer","22","6","4","9","6","No",NA,NA,NA,"Sí","070106_016246_005_11_04",22
"2023","070106","016246","022","11","02","8","1","Hombre","19","6","4","6",NA,"No",NA,NA,NA,"Sí","070106_016246_022_11_02",19
"2023","070106","016246","038","11","03","8","1","Mujer","23","6","4","6","1","Sí","3","7","No","Sí","070106_016246_038_11_03",23
"2023","070106","016246","088","11","01","8","1","Mujer","28","1","4","7",NA,"Sí","3","7","No","Sí","070106_016246_088_11_01",28
"2023","070106","016247","008","11","04","8","1","Mujer","21","6","4","7",NA,"Sí","3","7","No","Sí","070106_016247_008_11_04",21
"2023","070106","016247","087","11","02","8","1","Mujer","22","6","4","6","1","No",NA,NA,NA,"Sí","070106_016247_087_11_02",22
"2023","070106","016247","087","11","03","8","1","Hombre","19","6","4","6","1","Sí","4","7","No","Sí","070106_016247_087_11_03",19
"2023","070106","016247","087","11","06","8","1","Hombre","29","5","4","4",NA,"Sí","4","7","No","Sí","070106_016247_087_11_06",29
"2023","070106","016248","004","11","02","8","1","Mujer","25","1","4","5",NA,"Sí","2",NA,"No","Sí","070106_016248_004_11_02",25
"2023","070106","016248","093","11","03","8","1","Mujer","27","6","4","10",NA,"Sí","3","2","No","Sí","070106_016248_093_11_03",27
"2023","070106","016248","093","11","04","8","1","Hombre","18","6","4","6","3","No",NA,NA,NA,"Sí","070106_016248_093_11_04",18
"2023","070101","016253","056","11","05","8","1","Hombre","28","6","4","8",NA,"Sí","3","2","No","Sí","070101_016253_056_11_05",28
"2023","070101","016253","056","11","06","8","1","Hombre","23","6","4","9","6","No",NA,NA,NA,"Sí","070101_016253_056_11_06",23
"2023","070101","016253","073","11","05","8","1","Mujer","28","5","4","8",NA,"No",NA,NA,NA,"Sí","070101_016253_073_11_05",28
"2023","070101","016253","073","11","07","8","1","Mujer","23","5","4","6","1","No",NA,NA,NA,"Sí","070101_016253_073_11_07",23
"2023","070101","016253","189","11","01","8","1","Mujer","26","5","4","7",NA,"Sí","3","2","No","Sí","070101_016253_189_11_01",26
"2023","070101","016254","104","11","05","8","1","Mujer","26","6","4","10",NA,"Sí","3","2","Sí","Sí","070101_016254_104_11_05",26
"2023","070101","016254","104","11","06","8","1","Mujer","25","6","4","8",NA,"Sí","2",NA,"Sí","Sí","070101_016254_104_11_06",25
"2023","070101","016254","104","11","07","8","1","Mujer","23","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016254_104_11_07",23
"2023","070101","016254","104","11","08","8","1","Mujer","20","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016254_104_11_08",20
"2023","070101","016254","144","11","05","8","1","Hombre","27","6","4","5",NA,"Sí","3","7","No","Sí","070101_016254_144_11_05",27
"2023","070106","016263","095","11","03","8","1","Hombre","28","6","4","6",NA,"Sí","3","2","No","Sí","070106_016263_095_11_03",28
"2023","070106","016263","095","11","04","8","1","Hombre","24","6","4","6","2","No",NA,NA,NA,"Sí","070106_016263_095_11_04",24
"2023","070101","016264","004","11","03","8","1","Mujer","27","6","4","8",NA,"Sí","3","5","No","Sí","070101_016264_004_11_03",27
"2023","070101","016264","050","11","02","8","1","Hombre","22","6","4","6","1","Sí","3","5","No","Sí","070101_016264_050_11_02",22
"2023","070101","016264","050","11","03","8","1","Hombre","18","6","4","6","3","No",NA,NA,NA,"Sí","070101_016264_050_11_03",18
"2023","070101","016264","059","11","03","8","1","Hombre","27","6","4","10",NA,"Sí","3",NA,"No","Sí","070101_016264_059_11_03",27
"2023","070101","016264","059","11","04","8","1","Mujer","21","6","4","9",NA,"No",NA,NA,NA,"Sí","070101_016264_059_11_04",21
"2023","070101","016264","095","11","03","8","1","Hombre","21","6","4","6","1","Sí","4","2","No","Sí","070101_016264_095_11_03",21
"2023","070104","016265","019","11","03","8","1","Hombre","22","6","4","10","2","Sí","3","4","No","Sí","070104_016265_019_11_03",22
"2023","070104","016265","159","11","05","8","1","Hombre","21","6","4","9",NA,"No",NA,NA,NA,"Sí","070104_016265_159_11_05",21
"2023","070103","016266","036","11","01","8","1","Mujer","29","6","1","10",NA,"Sí","3","2","No","Sí","070103_016266_036_11_01",29
"2023","070101","016267","040","11","03","8","1","Mujer","27","1","4","6",NA,"Sí","3","7","No","Sí","070101_016267_040_11_03",27
"2023","070101","016267","040","11","06","8","1","Hombre","26","1","4","6",NA,"Sí","4","2","No","Sí","070101_016267_040_11_06",26
"2023","070101","016267","040","11","07","8","1","Mujer","22","1","4","6","5","No",NA,NA,NA,"Sí","070101_016267_040_11_07",22
"2023","070101","016267","060","11","02","8","1","Mujer","27","6","4","6",NA,"Sí","3","2","No","Sí","070101_016267_060_11_02",27
"2023","070101","016267","060","11","03","8","1","Hombre","19","6","4","6","1","Sí","4","7","No","Sí","070101_016267_060_11_03",19
"2023","070101","016267","060","11","04","8","1","Mujer","18","6","4","7","3","Sí","3","5","No","Sí","070101_016267_060_11_04",18
"2023","070101","016267","120","11","03","8","1","Hombre","27","6","4","10",NA,"Sí","3","7","No","Sí","070101_016267_120_11_03",27
